"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Namibia","NAM","Land area (sq. km)","AG.LND.TOTL.K2","","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","",
"New Caledonia","NCL","Land area (sq. km)","AG.LND.TOTL.K2","","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","",
"Niger","NER","Land area (sq. km)","AG.LND.TOTL.K2","","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","",
"Nigeria","NGA","Land area (sq. km)","AG.LND.TOTL.K2","","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","",
"Nicaragua","NIC","Land area (sq. km)","AG.LND.TOTL.K2","","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","",
"Netherlands","NLD","Land area (sq. km)","AG.LND.TOTL.K2","","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33730","33730","33720","33720","33690","33690","33670","33670","33670","33670","33670","33670","",
"Norway","NOR","Land area (sq. km)","AG.LND.TOTL.K2","","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365122.96","365108","365190.7","365145.73","365123","365108","365094","364285","",
"Nepal","NPL","Land area (sq. km)","AG.LND.TOTL.K2","","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","",
"Nauru","NRU","Land area (sq. km)","AG.LND.TOTL.K2","","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","",
"New Zealand","NZL","Land area (sq. km)","AG.LND.TOTL.K2","","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","",
"OECD members","OED","Land area (sq. km)","AG.LND.TOTL.K2","","35509626.7","35509606.7","35509616.7","35509616.7","35509606.7","35509596.7","35509586.7","35509576.7","35509576.7","35509566.7","35509556.7","35509456.7","35509456.7","35509426.7","35509206.7","35509126.7","35509006.7","35509006.7","35508966.7","35508786.7","35508866.7","35508656.7","35508616.7","35507127.7","35507027.7","35507127.7","35507027.7","35507017.7","35507017.7","35507017.7","35507017.7","35507017.7","35506997.7","35506987.7","35506977.7","35506866.7","35506765.7","35506734.7","35506693.7","35510646.16","35510395.16","35510924.16","35511313.16","35511032.16","35510910.16","35510289.16","35510388.16","35495389.36","35496278.96","35497720.36","35497496.16","35497915.86","35499291.32","35499977.76","35499452.03","35509563.46","35508840.18","35509448.609","35509398.616","35508602.197","",
"Oman","OMN","Land area (sq. km)","AG.LND.TOTL.K2","","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","",
"Other small states","OSS","Land area (sq. km)","AG.LND.TOTL.K2","","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039254","2039254","2032331","2032331","2032331","2032331","2032331","2032331","2032331","2032331","2032331","2032341","2030668","2030678","2030678","2030688","2030698","2030698","2030700","2030705","2030708","2031788","2031669","2031676","2031704","2030985","2031561","2031564","2031566","",
"Pakistan","PAK","Land area (sq. km)","AG.LND.TOTL.K2","","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","",
"Panama","PAN","Land area (sq. km)","AG.LND.TOTL.K2","","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74120","74120","74120","74120","74180","74180","74180","",
"Peru","PER","Land area (sq. km)","AG.LND.TOTL.K2","","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","",
"Philippines","PHL","Land area (sq. km)","AG.LND.TOTL.K2","","298260","298260","298260","298260","298260","298260","298260","298260","298260","298260","298260","298260","298230","298190","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","",
"Palau","PLW","Land area (sq. km)","AG.LND.TOTL.K2","","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","",
"Papua New Guinea","PNG","Land area (sq. km)","AG.LND.TOTL.K2","","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","",
"Poland","POL","Land area (sq. km)","AG.LND.TOTL.K2","","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306240","306330","306330","306320","306320","306300","306280","306280","306230","306220","306210","306190","306190","306190","306190","306170","306110","306130","",
"Pre-demographic dividend","PRE","Land area (sq. km)","AG.LND.TOTL.K2","","20066781","20066781","20066781","20066781","20066781","20066781","20066781","20066781","20066781","20066781","20066781","20066781","20066781","20066381","20065981","20065981","20065981","20065981","20065981","20065981","20065981","20065981","20065981","20065981","20065981","20065981","20065981","20065981","20065981","20065981","20065981","20065981","20166981","20166981","20166981","20166981","20166981","20166981","20166981","20166981","20166981","20166981","20166981","20186963.625","20187006.326","20186985.031","20187013.606","20187038.494","20184000.592","20184706.103","20184984.989","20308908.12","20308688.278","20308675.185","20308727.775","20308716.459","20308710.233","20308716.714","20308719.546","20308679.829","",
"Puerto Rico","PRI","Land area (sq. km)","AG.LND.TOTL.K2","","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","",
"Korea, Dem. People's Rep.","PRK","Land area (sq. km)","AG.LND.TOTL.K2","","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","",
"Portugal","PRT","Land area (sq. km)","AG.LND.TOTL.K2","","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91470","91470","91470","91470","91590","91590","91590","91590","91605.2","91605.6","91605.6","91605.6","91605.6","91605.6","91605.6","91605.6","",
"Paraguay","PRY","Land area (sq. km)","AG.LND.TOTL.K2","","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","",
"West Bank and Gaza","PSE","Land area (sq. km)","AG.LND.TOTL.K2","","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","",
"Pacific island small states","PSS","Land area (sq. km)","AG.LND.TOTL.K2","","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64150","64150","64150","64150","",
"Post-demographic dividend","PST","Land area (sq. km)","AG.LND.TOTL.K2","","31352485.7","31352465.7","31352475.7","31352475.7","31352465.7","31352455.7","31352445.7","31352435.7","31352435.7","31352425.7","31352415.7","31352315.7","31352315.7","31352285.7","31352055.7","31351975.7","31351845.7","31351845.7","31351805.7","31351625.7","31351705.7","31351485.7","31351445.7","31349956.7","31349856.7","31349956.7","31349856.7","31349846.7","31349846.7","31349846.7","31349846.7","31349846.7","31349790.7","31349766.7","31349806.7","31349751.7","31349651.7","31349524.7","31349489.7","31353457.16","31353208.16","31350878.16","31351348.16","31350979.16","31350825.16","31350250.76","31350308.36","31335325.56","31336191.46","31337638.06","31337900.06","31338106.76","31335993.62","31336545.06","31336102.43","31346165.96","31345935.98","31346080.509","31346077.516","31345271.097","",
"French Polynesia","PYF","Land area (sq. km)","AG.LND.TOTL.K2","","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","",
"Qatar","QAT","Land area (sq. km)","AG.LND.TOTL.K2","","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11490","11490","11490","11490","11490","11490","11490","",
"Romania","ROU","Land area (sq. km)","AG.LND.TOTL.K2","","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","229350","229350","229460","229460","229460","229510","229490","229520","229530","229590","229600","229710","229710","229870","229950","230000","229980","229980","229890","229900","230060","230050","230170","230020","230030","230080","230080","230080","230080","230080","230080","230080","",
"Russian Federation","RUS","Land area (sq. km)","AG.LND.TOTL.K2","","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16386180","16381330","16378380","16377960","16378650","16381300","16388510","16381340","16380440","16380940","16380980","16381230","16381390","16377740","16377740","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","",
"Rwanda","RWA","Land area (sq. km)","AG.LND.TOTL.K2","","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","",
"South Asia","SAS","Land area (sq. km)","AG.LND.TOTL.K2","","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4779203","4772280","4772280","4772280","4772280","4772280","4772280","4772630","4772630","4772630","4772630","4770947","4770947","4770947","4770947","4770947","4770947","4770947","4770947","4770947","4770947","4770947","4770130","4770157","4770157","4770124","4770124.47","4770120","",
"Saudi Arabia","SAU","Land area (sq. km)","AG.LND.TOTL.K2","","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","",
"Sudan","SDN","Land area (sq. km)","AG.LND.TOTL.K2","","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","1868000","1868000","1868000","1868000","1868000","1868000","1868000","1868000","1868000","",
"Senegal","SEN","Land area (sq. km)","AG.LND.TOTL.K2","","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","",
"Singapore","SGP","Land area (sq. km)","AG.LND.TOTL.K2","","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","675","687","689","689","694","695","700","700","702","704","706","707","709","709","709","712","714","716","718","",
"Solomon Islands","SLB","Land area (sq. km)","AG.LND.TOTL.K2","","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","",
"Sierra Leone","SLE","Land area (sq. km)","AG.LND.TOTL.K2","","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","",
"El Salvador","SLV","Land area (sq. km)","AG.LND.TOTL.K2","","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","",
"San Marino","SMR","Land area (sq. km)","AG.LND.TOTL.K2","","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","",
"Somalia","SOM","Land area (sq. km)","AG.LND.TOTL.K2","","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","",
"Serbia","SRB","Land area (sq. km)","AG.LND.TOTL.K2","","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","",
"Sub-Saharan Africa (excluding high income)","SSA","Land area (sq. km)","AG.LND.TOTL.K2","","23617731","23617731","23617731","23617731","23617731","23617731","23617731","23617731","23617731","23617731","23617731","23617731","23617731","23617331","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23616931","23765510.922","23765556.092","23765548.252","23765594.665","23765556.89","23765589.284","23766277.055","23766560.05","23890490.142","23890452.326","23890405.467","23890459.128","23890466.968","23890455.053","23890470.143","23890482.404","23890436.094","",
"South Sudan","SSD","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","631930","631930","631930","631930","631930","631930","631930","631930","631930","",
"Sub-Saharan Africa","SSF","Land area (sq. km)","AG.LND.TOTL.K2","","23618191","23618191","23618191","23618191","23618191","23618191","23618191","23618191","23618191","23618191","23618191","23618191","23618191","23617791","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23765970.922","23766016.092","23766008.252","23766054.665","23766016.89","23766049.284","23766737.055","23767020.05","23890950.142","23890912.326","23890865.467","23890919.128","23890926.968","23890915.053","23890930.143","23890942.404","23890896.094","",
"Small states","SST","Land area (sq. km)","AG.LND.TOTL.K2","","2508234","2508234","2508234","2508234","2508234","2508234","2508234","2508234","2508234","2508234","2508234","2508234","2508234","2508234","2508374","2508374","2508374","2508374","2508374","2508284","2508284","2508284","2508284","2508284","2508284","2508284","2508284","2508284","2508284","2508284","2508284","2508304","2508304","2501381","2501381","2501381","2501381","2501381","2501381","2501381","2501381","2501381","2501391","2499718","2499728","2499728","2499738","2499748","2499748","2499750","2499755","2499758","2500838","2500719","2500726","2500754","2499985","2500561","2500564","2500566","",
"Sao Tome and Principe","STP","Land area (sq. km)","AG.LND.TOTL.K2","","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","",
"Suriname","SUR","Land area (sq. km)","AG.LND.TOTL.K2","","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","",
"Slovak Republic","SVK","Land area (sq. km)","AG.LND.TOTL.K2","","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48110","48100","48100","48100","48100","48100","48090","48091","48088","48088","48088","48080","48082","48080","48080","48080","48080","48080","",
"Slovenia","SVN","Land area (sq. km)","AG.LND.TOTL.K2","","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20146.2","20145.8","20146.2","20146","20145.7","20140","20140","20142.6","20142","20138.1","20136.4","20136.4","20136.4","",
"Sweden","SWE","Land area (sq. km)","AG.LND.TOTL.K2","","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407310.64","407310.64","407310.64","407310.64","407283.59","407283.532","",
"Eswatini","SWZ","Land area (sq. km)","AG.LND.TOTL.K2","","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","",
"Sint Maarten (Dutch part)","SXM","Land area (sq. km)","AG.LND.TOTL.K2","","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","",
"Seychelles","SYC","Land area (sq. km)","AG.LND.TOTL.K2","","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","",
"Syrian Arab Republic","SYR","Land area (sq. km)","AG.LND.TOTL.K2","","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183590","183570","183570","183630","183640","183640","183640","183630","183630","183630","183630","183630","183630","183630","183630","183630","183630","183630","",
"Turks and Caicos Islands","TCA","Land area (sq. km)","AG.LND.TOTL.K2","","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","",
"Chad","TCD","Land area (sq. km)","AG.LND.TOTL.K2","","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1259600","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","",
