"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Spain","2006","Total","Both Sexes","Elche/Elx","City proper","Estimate - de jure","Final figure, complete","2007","219032","79"
"Spain","2006","Total","Both Sexes","Fuenlabrada","City proper","Estimate - de jure","Final figure, complete","2007","193715","79"
"Spain","2006","Total","Both Sexes","Getafe","City proper","Estimate - de jure","Final figure, complete","2007","156320","79"
"Spain","2006","Total","Both Sexes","Gijón","City proper","Estimate - de jure","Final figure, complete","2007","274472","79"
"Spain","2006","Total","Both Sexes","Granada","City proper","Estimate - de jure","Final figure, complete","2007","237929","79"
"Spain","2006","Total","Both Sexes","L'Hospitalet de Llobregat","City proper","Estimate - de jure","Final figure, complete","2007","248150","79"
"Spain","2006","Total","Both Sexes","Huelva","City proper","Estimate - de jure","Final figure, complete","2007","145763","79"
"Spain","2006","Total","Both Sexes","Jaén","City proper","Estimate - de jure","Final figure, complete","2007","116769","79"
"Spain","2006","Total","Both Sexes","Jerez de la Frontera","City proper","Estimate - de jure","Final figure, complete","2007","199544","79"
"Spain","2006","Total","Both Sexes","Leganés","City proper","Estimate - de jure","Final figure, complete","2007","182471","79"
"Spain","2006","Total","Both Sexes","León","City proper","Estimate - de jure","Final figure, complete","2007","136985","79"
"Spain","2006","Total","Both Sexes","Lleida","City proper","Estimate - de jure","Final figure, complete","2007","125677","79"
"Spain","2006","Total","Both Sexes","Logroño","City proper","Estimate - de jure","Final figure, complete","2007","147036","79"
"Spain","2006","Total","Both Sexes","MADRID","City proper","Estimate - de jure","Final figure, complete","2007","3128600","79"
"Spain","2006","Total","Both Sexes","Málaga","City proper","Estimate - de jure","Final figure, complete","2007","560631","79"
"Spain","2006","Total","Both Sexes","Marbella","City proper","Estimate - de jure","Final figure, complete","2007","125519","79"
"Spain","2006","Total","Both Sexes","Mataró","City proper","Estimate - de jure","Final figure, complete","2007","118748","79"
"Spain","2006","Total","Both Sexes","Móstoles","City proper","Estimate - de jure","Final figure, complete","2007","206301","79"
"Spain","2006","Total","Both Sexes","Murcia","City proper","Estimate - de jure","Final figure, complete","2007","416996","79"
"Spain","2006","Total","Both Sexes","Ourense","City proper","Estimate - de jure","Final figure, complete","2007","108137","79"
"Spain","2006","Total","Both Sexes","Oviedo","City proper","Estimate - de jure","Final figure, complete","2007","214883","79"
"Spain","2006","Total","Both Sexes","Palma","City proper","Estimate - de jure","Final figure, complete","2007","375048","79"
"Spain","2006","Total","Both Sexes","Las Palmas de Gran Canaria","City proper","Estimate - de jure","Final figure, complete","2007","377056","79"
"Spain","2006","Total","Both Sexes","Pamplona/Iruña","City proper","Estimate - de jure","Final figure, complete","2007","195769","79"
"Spain","2006","Total","Both Sexes","Reus","City proper","Estimate - de jure","Final figure, complete","2007","101767","79"
"Spain","2006","Total","Both Sexes","Sabadell","City proper","Estimate - de jure","Final figure, complete","2007","200545","79"
"Spain","2006","Total","Both Sexes","Salamanca","City proper","Estimate - de jure","Final figure, complete","2007","159754","79"
"Spain","2006","Total","Both Sexes","San Cristóbal de La Laguna","City proper","Estimate - de jure","Final figure, complete","2007","142161","79"
"Spain","2006","Total","Both Sexes","Santa Coloma de Gramenet","City proper","Estimate - de jure","Final figure, complete","2007","119056","79"
"Spain","2006","Total","Both Sexes","Santa Cruz de Tenerife","City proper","Estimate - de jure","Final figure, complete","2007","223148","79"
"Spain","2006","Total","Both Sexes","Santander","City proper","Estimate - de jure","Final figure, complete","2007","182926","79"
"Spain","2006","Total","Both Sexes","Sevilla","City proper","Estimate - de jure","Final figure, complete","2007","704414","79"
"Spain","2006","Total","Both Sexes","Tarragona","City proper","Estimate - de jure","Final figure, complete","2007","131158","79"
"Spain","2006","Total","Both Sexes","Terrassa","City proper","Estimate - de jure","Final figure, complete","2007","199817","79"
"Spain","2006","Total","Both Sexes","Torrejón de Ardoz","City proper","Estimate - de jure","Final figure, complete","2007","112114","79"
"Spain","2006","Total","Both Sexes","València","City proper","Estimate - de jure","Final figure, complete","2007","805304","79"
"Spain","2006","Total","Both Sexes","Valladolid","City proper","Estimate - de jure","Final figure, complete","2007","319943","79"
"Spain","2006","Total","Both Sexes","Vigo","City proper","Estimate - de jure","Final figure, complete","2007","293255","79"
"Spain","2006","Total","Both Sexes","Vitoria-Gasteiz","City proper","Estimate - de jure","Final figure, complete","2007","227568","79"
"Spain","2006","Total","Both Sexes","Zaragoza","City proper","Estimate - de jure","Final figure, complete","2007","649181","79"
"Spain","2001","Total","Both Sexes","Albacete","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","148934",""
"Spain","2001","Total","Both Sexes","Albacete","City proper","Estimate - de jure","Final figure, complete","2002","149434","182"
"Spain","2001","Total","Both Sexes","Albacete","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","198887",""
"Spain","2001","Total","Both Sexes","Alcalá de Henares","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","176434",""
"Spain","2001","Total","Both Sexes","Alcorcón","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","153100",""
"Spain","2001","Total","Both Sexes","Algeciras","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","101468",""
"Spain","2001","Total","Both Sexes","Alicante/Alacant","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","284580",""
"Spain","2001","Total","Both Sexes","Alicante/Alacant","City proper","Estimate - de jure","Final figure, complete","2002","279535","182"
"Spain","2001","Total","Both Sexes","Alicante/Alacant","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","590669",""
"Spain","2001","Total","Both Sexes","Almería","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","166328",""
"Spain","2001","Total","Both Sexes","Almería","City proper","Estimate - de jure","Final figure, complete","2002","172055","182"
"Spain","2001","Total","Both Sexes","Almería","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","204991",""
"Spain","2001","Total","Both Sexes","Badajoz","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","133519",""
"Spain","2001","Total","Both Sexes","Badajoz","City proper","Estimate - de jure","Final figure, complete","2002","127736","182"
"Spain","2001","Total","Both Sexes","Badajoz","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","255953",""
"Spain","2001","Total","Both Sexes","Badalona","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","205836",""
"Spain","2001","Total","Both Sexes","Barcelona","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","1503884",""
"Spain","2001","Total","Both Sexes","Barcelona","City proper","Estimate - de jure","Final figure, complete","2002","1392641","182"
"Spain","2001","Total","Both Sexes","Barcelona","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","2208652",""
"Spain","2001","Total","Both Sexes","Bilbao","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","349972",""
"Spain","2001","Total","Both Sexes","Bilbao","City proper","Estimate - de jure","Final figure, complete","2002","346683","182"
"Spain","2001","Total","Both Sexes","Bilbao","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","546043",""
"Spain","2001","Total","Both Sexes","Burgos","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","166187",""
"Spain","2001","Total","Both Sexes","Burgos","City proper","Estimate - de jure","Final figure, complete","2002","161520","182"
"Spain","2001","Total","Both Sexes","Burgos","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","172264",""
"Spain","2001","Total","Both Sexes","Cádiz","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","133363",""
"Spain","2001","Total","Both Sexes","Cádiz","City proper","Estimate - de jure","Final figure, complete","2002","132872","182"
"Spain","2001","Total","Both Sexes","Cádiz","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","221130",""
"Spain","2001","Total","Both Sexes","Cartagena","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","184686",""
"Spain","2001","Total","Both Sexes","Castelló de la Plana","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","147667",""
"Spain","2001","Total","Both Sexes","Castelló de la Plana","City proper","Estimate - de jure","Final figure, complete","2002","139009","182"
"Spain","2001","Total","Both Sexes","Castelló de la Plana","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","210455",""
"Spain","2001","Total","Both Sexes","Córdoba","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","308072",""
"Spain","2001","Total","Both Sexes","Córdoba","City proper","Estimate - de jure","Final figure, complete","2002","303874","182"
"Spain","2001","Total","Both Sexes","Córdoba","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","412759",""
"Spain","2001","Total","Both Sexes","A Coruña","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","236379",""
"Spain","2001","Total","Both Sexes","A Coruña","City proper","Estimate - de jure","Final figure, complete","2002","235847","182"
"Spain","2001","Total","Both Sexes","A Coruña","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","309029",""
"Spain","2001","Total","Both Sexes","Donostia/San Sebastián","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","178377",""
"Spain","2001","Total","Both Sexes","Donostia/San Sebastián","City proper","Estimate - de jure","Final figure, complete","2002","177831","182"
"Spain","2001","Total","Both Sexes","Donostia/San Sebastián","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","297537",""
"Spain","2001","Total","Both Sexes","Dos Hermanas","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","101988",""
"Spain","2001","Total","Both Sexes","Elche/Elx","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","194767",""
"Spain","2001","Total","Both Sexes","Fuenlabrada","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","182705",""
"Spain","2001","Total","Both Sexes","Getafe","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","151479",""
"Spain","2001","Total","Both Sexes","Gijón","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","266419",""
"Spain","2001","Total","Both Sexes","Granada","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","240661",""
"Spain","2001","Total","Both Sexes","Granada","City proper","Estimate - de jure","Final figure, complete","2002","231577","182"
"Spain","2001","Total","Both Sexes","Granada","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","357747",""
"Spain","2001","Total","Both Sexes","L'Hospitalet de Llobregat","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","239019",""
"Spain","2001","Total","Both Sexes","Huelva","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","142284",""
"Spain","2001","Total","Both Sexes","Huelva","City proper","Estimate - de jure","Final figure, complete","2002","138605","182"
"Spain","2001","Total","Both Sexes","Huelva","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","205400",""
"Spain","2001","Total","Both Sexes","Jaén","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","112590",""
"Spain","2001","Total","Both Sexes","Jaén","City proper","Estimate - de jure","Final figure, complete","2002","106449","182"
"Spain","2001","Total","Both Sexes","Jaén","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","170354",""
"Spain","2001","Total","Both Sexes","Jerez de la Frontera","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","183273",""
"Spain","2001","Total","Both Sexes","Leganés","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","173584",""
"Spain","2001","Total","Both Sexes","León","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","130916",""
"Spain","2001","Total","Both Sexes","León","City proper","Estimate - de jure","Final figure, complete","2002","140638","182"
"Spain","2001","Total","Both Sexes","León","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","180695",""
"Spain","2001","Total","Both Sexes","Lleida","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","112199",""
"Spain","2001","Total","Both Sexes","Lleida","City proper","Estimate - de jure","Final figure, complete","2002","110770","182"
"Spain","2001","Total","Both Sexes","Lleida","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","142141",""
"Spain","2001","Total","Both Sexes","Logroño","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","133058",""
"Spain","2001","Total","Both Sexes","Logroño","City proper","Estimate - de jure","Final figure, complete","2002","130024","182"
"Spain","2001","Total","Both Sexes","Logroño","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","146424",""
"Spain","2001","Total","Both Sexes","MADRID","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","2938723",""
"Spain","2001","Total","Both Sexes","MADRID","City proper","Estimate - de jure","Final figure, complete","2002","2912705","182"
"Spain","2001","Total","Both Sexes","MADRID","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","3998829",""
"Spain","2001","Total","Both Sexes","Málaga","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","524414",""
"Spain","2001","Total","Both Sexes","Málaga","City proper","Estimate - de jure","Final figure, complete","2002","545966","182"
"Spain","2001","Total","Both Sexes","Málaga","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","645541",""
"Spain","2001","Total","Both Sexes","Marbella","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","100036",""
"Spain","2001","Total","Both Sexes","Mataró","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","106358",""
"Spain","2001","Total","Both Sexes","Móstoles","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","196524",""
"Spain","2001","Total","Both Sexes","Murcia","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","370745",""
"Spain","2001","Total","Both Sexes","Murcia","City proper","Estimate - de jure","Final figure, complete","2002","353943","182"
"Spain","2001","Total","Both Sexes","Murcia","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","772211",""
"Spain","2001","Total","Both Sexes","Ourense","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","107510",""
"Spain","2001","Total","Both Sexes","Ourense","City proper","Estimate - de jure","Final figure, complete","2002","102896","182"
"Spain","2001","Total","Both Sexes","Ourense","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","131624",""
"Spain","2001","Total","Both Sexes","Oviedo","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","201154",""
"Spain","2001","Total","Both Sexes","Oviedo","City proper","Estimate - de jure","Final figure, complete","2002","198989","182"
"Spain","2001","Total","Both Sexes","Oviedo","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","370094",""
"Spain","2001","Total","Both Sexes","Palma","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","333801",""
"Spain","2001","Total","Both Sexes","Palma","City proper","Estimate - de jure","Final figure, complete","2002","313766","182"
"Spain","2001","Total","Both Sexes","Palma","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","439091",""
"Spain","2001","Total","Both Sexes","Las Palmas de Gran Canaria","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","354863",""
"Spain","2001","Total","Both Sexes","Las Palmas de Gran Canaria","City proper","Estimate - de jure","Final figure, complete","2002","357601","182"
"Spain","2001","Total","Both Sexes","Las Palmas de Gran Canaria","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","504216",""
"Spain","2001","Total","Both Sexes","Pamplona/Iruña","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","183964",""
"Spain","2001","Total","Both Sexes","Pamplona/Iruña","City proper","Estimate - de jure","Final figure, complete","2002","164054","182"
"Spain","2001","Total","Both Sexes","Pamplona/Iruña","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","271477",""
"Spain","2001","Total","Both Sexes","Reus","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","183788",""
"Spain","2001","Total","Both Sexes","Sabadell","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","183788",""
"Spain","2001","Total","Both Sexes","Salamanca","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","156368",""
"Spain","2001","Total","Both Sexes","Salamanca","City proper","Estimate - de jure","Final figure, complete","2002","153943","182"
"Spain","2001","Total","Both Sexes","Salamanca","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","181901",""
"Spain","2001","Total","Both Sexes","San Cristóbal de La Laguna","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","128822",""
"Spain","2001","Total","Both Sexes","Santa Coloma de Gramenet","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","112992",""
"Spain","2001","Total","Both Sexes","Santa Cruz de Tenerife","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","188477",""
"Spain","2001","Total","Both Sexes","Santa Cruz de Tenerife","City proper","Estimate - de jure","Final figure, complete","2002","200015","182"
"Spain","2001","Total","Both Sexes","Santa Cruz de Tenerife","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","329651",""
"Spain","2001","Total","Both Sexes","Santander","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","180717",""
"Spain","2001","Total","Both Sexes","Santander","City proper","Estimate - de jure","Final figure, complete","2002","177180","182"
"Spain","2001","Total","Both Sexes","Santander","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","214160",""
"Spain","2001","Total","Both Sexes","Sevilla","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","684633",""
"Spain","2001","Total","Both Sexes","Sevilla","City proper","Estimate - de jure","Final figure, complete","2002","686853","182"
"Spain","2001","Total","Both Sexes","Sevilla","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","984092",""
"Spain","2001","Total","Both Sexes","Tarragona","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","113129",""
"Spain","2001","Total","Both Sexes","Tarragona","City proper","Estimate - de jure","Final figure, complete","2002","115756","182"
"Spain","2001","Total","Both Sexes","Tarragona","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","229074",""
"Spain","2001","Total","Both Sexes","Terrassa","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","173775",""
"Spain","2001","Total","Both Sexes","València","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","738441",""
"Spain","2001","Total","Both Sexes","València","City proper","Estimate - de jure","Final figure, complete","2002","745216","182"
"Spain","2001","Total","Both Sexes","València","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","1137470",""
"Spain","2001","Total","Both Sexes","Valladolid","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","316580",""
"Spain","2001","Total","Both Sexes","Valladolid","City proper","Estimate - de jure","Final figure, complete","2002","309116","182"
"Spain","2001","Total","Both Sexes","Valladolid","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","374085",""
"Spain","2001","Total","Both Sexes","Vigo","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","280186",""
"Spain","2001","Total","Both Sexes","Vitoria-Gasteiz","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","216852",""
"Spain","2001","Total","Both Sexes","Vitoria-Gasteiz","City proper","Estimate - de jure","Final figure, complete","2002","218746","182"
"Spain","2001","Total","Both Sexes","Vitoria-Gasteiz","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","224652",""
"Spain","2001","Total","Both Sexes","Zaragoza","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","614905",""
"Spain","2001","Total","Both Sexes","Zaragoza","City proper","Estimate - de jure","Final figure, complete","2002","593204","182"
"Spain","2001","Total","Both Sexes","Zaragoza","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","679004",""
"Sri Lanka","2001","Total","Both Sexes","COLOMBO","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","647100","183"
"Sri Lanka","2001","Total","Both Sexes","Dehiwala-Mount Lavinia","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","210546","183"
"Sri Lanka","2001","Total","Both Sexes","Kandy","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","109343","183"
"Sri Lanka","2001","Total","Both Sexes","Moratuwa","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","177563","183"
"Sri Lanka","2001","Total","Both Sexes","Negombo","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","121701","183"
"Sri Lanka","2001","Total","Both Sexes","Sri Jayawardanapura Kotte","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","116366","183"
"State of Palestine","2017","Total","Both Sexes","Gaza","City proper","Census - de facto - complete tabulation","Final figure, complete","2020","579481",""
"State of Palestine","2017","Total","Both Sexes","Hebron","City proper","Census - de facto - complete tabulation","Final figure, complete","2020","199550",""
"State of Palestine","2017","Total","Both Sexes","Khan Yunis","City proper","Census - de facto - complete tabulation","Final figure, complete","2020","202560",""
"State of Palestine","2017","Total","Both Sexes","Nablus","City proper","Census - de facto - complete tabulation","Final figure, complete","2020","156156",""
"State of Palestine","2007","Total","Both Sexes","Gaza","City proper","Census - de facto - complete tabulation","Final figure, complete","2013","438690","184"
"State of Palestine","2007","Total","Both Sexes","Hebron","City proper","Census - de facto - complete tabulation","Final figure, complete","2013","159038","184"
"State of Palestine","2007","Total","Both Sexes","Jabalya","City proper","Census - de facto - complete tabulation","Final figure, complete","2013","120859","184"
"State of Palestine","2007","Total","Both Sexes","Khan Yunis","City proper","Census - de facto - complete tabulation","Final figure, complete","2013","140046","184"
"State of Palestine","2007","Total","Both Sexes","Nablus","City proper","Census - de facto - complete tabulation","Final figure, complete","2013","124215","184"
"State of Palestine","2007","Total","Both Sexes","Rafah","City proper","Census - de facto - complete tabulation","Final figure, complete","2013","119763","184"
"Suriname","2012","Total","Both Sexes","PARAMARIBO","City proper","Census - de jure - complete tabulation","Final figure, complete","2015","240924",""
"Suriname","2012","Total","Both Sexes","Wanica","City proper","Census - de jure - complete tabulation","Final figure, complete","2015","118222",""
"Suriname","2004","Total","Both Sexes","PARAMARIBO","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2007","242946",""
"Suriname","2003","Total","Both Sexes","PARAMARIBO","City proper","Census - de jure - complete tabulation","Provisional figure","2004","243556",""
"Sweden","2007","Total","Both Sexes","Göteborg","City proper","Estimate - de jure","Final figure, complete","2008","491629.5",""
"Sweden","2007","Total","Both Sexes","Helsingborg","City proper","Estimate - de jure","Final figure, complete","2008","124187.5",""
"Sweden","2007","Total","Both Sexes","Jönköping","City proper","Estimate - de jure","Final figure, complete","2008","122951.5",""
"Sweden","2007","Total","Both Sexes","Linköping","City proper","Estimate - de jure","Final figure, complete","2008","139473.5",""
"Sweden","2007","Total","Both Sexes","Malmö","City proper","Estimate - de jure","Final figure, complete","2008","278522.5",""
"Sweden","2007","Total","Both Sexes","Norrköping","City proper","Estimate - de jure","Final figure, complete","2008","126071.5",""
"Sweden","2007","Total","Both Sexes","Orebro","City proper","Estimate - de jure","Final figure, complete","2008","129703",""
"Sweden","2007","Total","Both Sexes","STOCKHOLM","City proper","Estimate - de jure","Final figure, complete","2008","789024",""
"Sweden","2007","Total","Both Sexes","Umeå","City proper","Estimate - de jure","Final figure, complete","2008","111503",""
"Sweden","2007","Total","Both Sexes","Uppsala","City proper","Estimate - de jure","Final figure, complete","2008","186364",""
"Sweden","2007","Total","Both Sexes","Västerås","City proper","Estimate - de jure","Final figure, complete","2008","133324",""
"Sweden","2006","Total","Both Sexes","Göteborg","City proper","Estimate - de jure","Final figure, complete","2007","487350",""
"Sweden","2006","Total","Both Sexes","Göteborg","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","883764",""
"Sweden","2006","Total","Both Sexes","Helsingborg","City proper","Estimate - de jure","Final figure, complete","2007","122726",""
"Sweden","2006","Total","Both Sexes","Jönköping","City proper","Estimate - de jure","Final figure, complete","2007","121580",""
"Sweden","2006","Total","Both Sexes","Linköping","City proper","Estimate - de jure","Final figure, complete","2007","138108",""
"Sweden","2006","Total","Both Sexes","Malmö","City proper","Estimate - de jure","Final figure, complete","2007","273758",""
"Sweden","2006","Total","Both Sexes","Malmö","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","609356",""
"Sweden","2006","Total","Both Sexes","Norrköping","City proper","Estimate - de jure","Final figure, complete","2007","125053",""
"Sweden","2006","Total","Both Sexes","Orebro","City proper","Estimate - de jure","Final figure, complete","2007","128356",""
"Sweden","2006","Total","Both Sexes","STOCKHOLM","City proper","Estimate - de jure","Final figure, complete","2007","776962",""
"Sweden","2006","Total","Both Sexes","STOCKHOLM","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","1904025",""
"Sweden","2006","Total","Both Sexes","Umeå","City proper","Estimate - de jure","Final figure, complete","2007","110997",""
"Sweden","2006","Total","Both Sexes","Uppsala","City proper","Estimate - de jure","Final figure, complete","2007","184248",""
"Sweden","2006","Total","Both Sexes","Västerås","City proper","Estimate - de jure","Final figure, complete","2007","132427",""
"Sweden","1999","Total","Both Sexes","Göteborg","City proper","Estimate - de jure","Final figure, complete","1999","462470",""
"Sweden","1999","Total","Both Sexes","Göteborg","Urban agglomeration","Estimate - de jure","Final figure, complete","1999","788970",""
"Sweden","1999","Total","Both Sexes","Helsingborg","City proper","Estimate - de jure","Final figure, complete","1999","116870",""
"Sweden","1999","Total","Both Sexes","Jönköping","City proper","Estimate - de jure","Final figure, complete","1999","116344",""
"Sweden","1999","Total","Both Sexes","Linköping","City proper","Estimate - de jure","Final figure, complete","1999","132500",""
"Sweden","1999","Total","Both Sexes","Malmö","City proper","Estimate - de jure","Final figure, complete","1999","257574",""
"Sweden","1999","Total","Both Sexes","Malmö","Urban agglomeration","Estimate - de jure","Final figure, complete","1999","518506",""
"Sweden","1999","Total","Both Sexes","Norrköping","City proper","Estimate - de jure","Final figure, complete","1999","122212",""
"Sweden","1999","Total","Both Sexes","Orebro","City proper","Estimate - de jure","Final figure, complete","1999","123503",""
"Sweden","1999","Total","Both Sexes","STOCKHOLM","City proper","Estimate - de jure","Final figure, complete","1999","743703",""
"Sweden","1999","Total","Both Sexes","STOCKHOLM","Urban agglomeration","Estimate - de jure","Final figure, complete","1999","1643366",""
"Sweden","1999","Total","Both Sexes","Umeå","City proper","Estimate - de jure","Final figure, complete","1999","103970",""
"Sweden","1999","Total","Both Sexes","Uppsala","City proper","Estimate - de jure","Final figure, complete","1999","188478",""
"Sweden","1999","Total","Both Sexes","Västerås","City proper","Estimate - de jure","Final figure, complete","1999","125433",""
"Switzerland","2021","Total","Both Sexes","Baden-Brugg","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","32566","185"
"Switzerland","2021","Total","Both Sexes","Baden-Brugg","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","115115","185"
"Switzerland","2021","Total","Both Sexes","Bâle","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","173064","185"
"Switzerland","2021","Total","Both Sexes","Bâle","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","557169","185"
"Switzerland","2021","Total","Both Sexes","BERNE","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","134290","185"
"Switzerland","2021","Total","Both Sexes","BERNE","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","424734","185"
"Switzerland","2021","Total","Both Sexes","Biel/Bienne","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","55140","185"
"Switzerland","2021","Total","Both Sexes","Biel/Bienne","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","108860","185"
"Switzerland","2021","Total","Both Sexes","Fribourg","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","37645","185"
"Switzerland","2021","Total","Both Sexes","Fribourg","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","111216","185"
"Switzerland","2021","Total","Both Sexes","Genève","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","203401","185"
"Switzerland","2021","Total","Both Sexes","Genève","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","610737","185"
"Switzerland","2021","Total","Both Sexes","Lausanne","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","140619","185"
