Account Number,City Name,Country,City Short Name,C40,Reporting Year,Measurement Year,Boundary,Primary Methodology,Methodology Details,Gases included,Total City-wide Emissions (metric tonnes CO2e),Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Increase/Decrease from last year,Reason for increase/decrease in emissions,Current Population Year,Current Population,City GDP,GDP Currency,Year of GDP,GDP Source,Average annual temperature (in Celsius)​,​Land area (in square km),Average altitude (m),City Location,Country Location
54111,City of Iowa City,USA,Iowa ,,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),The methodology that was used was through ICLEI in 2009 using Clean Air and Climate Protection (CACP2009) software.,CO2; PFCs; CH4; SF6; N2O; HFCs,1298620,590282,699338,Decreased,"The University of Iowa has increased the use of biofuels in their power plant and the City has increased energy efficiency standards in the building code. The population of Iowa City has increased, but the per capita emissions have decreased since we have been tracking emissions. See attachment above.",2015,73415,8564000000,USD     US Dollar,2013,BEA-for Metropolitan Statistical Area,10.5,65.5,203,"(41.6611, -91.5302)","(37.09024, -95.712891)"
43907,City of Indianapolis,USA,Indianapolis,,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,Other,"The data was been collected through the Hestia Project by researchers at Purdue University and collaborators. It is based on direct measurements (with monitors and aircraft) and extensive modeling. (hestia.project.asu.edu/)
http://hestia.project.asu.edu/uploads/Gurney.ES&T.2012.final.proof.pdf",CO2,2160364.98,76770.36,1434209.86,This is our first year of calculation,,2014,850000,125000000000,USD     US Dollar,2014,http://bea.gov/newsreleases/regional/gdp_metro/2014/pdf/gdp_metro0914.pdf,11.7,953,230,"(39.767625, -86.178469)","(37.09024, -95.712891)"
3429,City of Stockholm,Sweden,Stockholm,C40,2016,12/31/2012 12:00:00 AM,Administrative boundary of a local government,Other,"The Stockholm proprietary method

The total emissions for the community include (Scope 1 & 2 as defined in ""International standard for determining GHG for cities"" Version 2.1 and ""Global protocol for community-scale GHG (GPD)"" Pilot Version 1.0”. Scope 3 defined as the life cycle emissions of the energy use):

Scope 1 & 3 emissions from district heating & cooling system and other in-boundary fuel combustion for heating
Scope 2 & 3 emissions of the house-hold electricity consumption within the community boundary
Scope 1 & 3 emissions of use of gas  e.g. cooking
Scope 2 & 3 emissions for electricity use in the transportation system (metro, commuter, train) within the community
Scope 1 & 3 emissions for the fuel consumption from road traffic, non-road vehicles and shipping, & scope 1 emissions from aviation (within the landing & take-off cycle, i.e. up to 915m).

This means that scope 3 emissions from transport of inhabitants outside the community boundary is not included (but transport of non-inhabitants within the community boundary is). Emission from household waste incineration is embedded in the district heating emissions, since household waste is a source of energy used in district heating. Energy use for waste-water handling is included in the total community energy use.

Emission factors are collected from a report published by Swedish Environmental Research Institute Ltd. (IVL) in 2001 and Thermal Engineering Research Institute (Värmeforsk) in 2011. The reports are widely used and acknowledged. The global warming potentials are GWP100 from IPCC 2007, as recommended by the Swedish Environmental Protection Agency (SEPA).

Energy statistics are collected from different sources: district heating & gas statistics are collected from the companies; electricity statistics is compiled and collected from Statistics Sweden; emissions from road transport is modeled using an extensive emission model combined with a road model over Stockholm (includes a variety vehicles, speeds, road types etc) and non-road emissions are taken from Statistics Sweden; marine emissions within the community boundary are based on emissions & energy use presented in environmental reports from shipping companies and Ports of Stockholm.",CO2; CH4; N2O,2511000,,,Decreased,"Total emissions from the categories in Stockholm estimates at system boundaries have been reduced significantly over the past 10 years. Meanwhile , the population has grown by about 200 000 inhabitants. In Stockholm, it can be said that the reduction in per capita emissions by half will depend on the actual response , half of the population growth .

The 2013 follow-up of greenhouse gas emissions in Stockholm is estimated at 3.0 tonnes per capita in 2012. The estimates are preliminary and based on forecasted values. Calculated values for the 2011 greenhouse gas emissions, based on available statistics and modeling, is 3.2 tonnes per capita .
Energy use for heating has decreased in 2012, which is probably due to energy efficiency measures and conversions ( from oil to heat pumps). Stockholm has a clear reduction of the energy supply per capita for heating sector. The use of gas in the city decreases. Electricity use is however quite constant. There has been a large reduction in car traffic and a slight increase in the share of light trucks.
In the category of passenger cars have petrol car proportion dropped in favor of gas and ethanol cars, but most of all diesel cars. Diesel passenger cars consist increasingly of environmentally rated efficient diesel cars. Along with the decrease in transport activity ,this leads to strong overall emission reductions in the transport sector.
The preliminary figures show that 2015 target achieved already in 2012. But the variation is significant from year to year, depending on the rainfall situation and temperature.",2014,901989,416797,,2013,GDP is in (ppp)(mllion) source: Statistics Sweden,7,216,50,"(59.3293235, 18.0685808)","(60.128161, 18.643501)"
31151,Basel-Stadt,Switzerland,Basel-Stadt,C40,2016,12/31/2012 12:00:00 AM,A metropolitan area,Other,"Energy-consumption statistics of the canton Basel-Stadt. CO2-emissions can be calculated according to the energy consumption. 

The calculation of the air-quality report of the canton Basel-Stadt is based on Corinair: http://www.eea.europa.eu/publications/EMEPCORINAIR5. 
Air-quality report: http://www.baselland.ch/fileadmin/baselland/files/docs/bud/lufthygiene/plan/luftreinhalteplan_2010_bericht.pdf. Last actualisation 2010. Next actualisation 2015.

Report about the 2000-Watt-Society: http://www.aue.bs.ch/Energiestudie-BS-Endbericht-2011.pdf",CO2; CH4; N2O,885878,,,Decreased,,2015,197005,30864000000,CHF     Swiss Franc,2012,Bundesamt für Statistik (BFS): Volkswirtschaftliche Gesamtrechnung,12,37,260,"(47.5619, 7.5928)","(46.818188, 8.227512)"
54520,Ville de Lausanne,Switzerland,Lausanne,,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,Other,Baseline Emission Inventory of the Covenant of Mayor,CO2,499573,456843,45730,Decreased,see SEAP,2015,140000,8834000000,,2014,calculated by city government,12,55,500,"(46.5198, 6.6335)","(46.818188, 8.227512)"
35449,Stadt Zürich,Switzerland,Stadt Zürich,,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,Other,"The 2000-Watt society methodology is a concept of sustainable development that uses two indicators: Primary energy demand and greenhouse gas emissions. The methodology is based on the final energy demand. Primary energy factors and GHG emission coefficients are according to the ecoinvent database (database with consistent and transparent, up-to-date Life Cycle Inventory (LCI) data – www.ecoinvent.org/database/). The grey energy of net imported other goods and services is not included in the methodology used by the city of Zurich as there is no specific data available. The methodology does not include emissions from non-energetic sources (e.g. landfills, waste water treatment).

Primary energy, final energy and effective energy: The 2000-watt methodology defines primary energy as the total energy present in the original energy source, plus its grey energy. The energy that reaches the customer, after all conversion and transmission losses, is called final energy. In turn, only a part of this is actually used: the effective energy. The rest is lost as waste heat. Basis for all calculations is the final energy demand.

Territorial principle: Basis of the methodology is the territorial principle. It refers to the energy consumed in the city area and the emissions which occur there. The energy sources grey energy and grey emissions are also taken into account. The grey energy of net imported other goods and service is not included in the 2000 watt society methodology (lack of specific data). However, the aim is to separately calculate and indicate the gray energy of net imported other goods and services.

All calculations in regards to primary energy demand and greenhouse gas emissions are made with the balancing program ECORegion (http://www.ecospeed.ch/).",CO2; PFCs; CH4; SF6; N2O; NF3; HFCs,1822367,,,Stayed the same,"The course of greenhouse gas emissions since 2008 is more or less constant. We assume that the positive effects of modernizing insulation of buildings are mostly compensated  by increased demands for comfort (e.g. higher room temperatures, larger living spaces, longer heating periods).",2014,404783,142400000000,CHF     Swiss Franc,2012,Statistischen Amt des Kantons Zürich,8.8,92,408,"(47.3686498, 8.5391825)","(46.818188, 8.227512)"
52897,City of Aspen and Pitkin County,USA,Aspen and Pitkin County,,2016,12/31/2014 12:00:00 AM,A metropolitan area,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,CO2; CH4; N2O,394341,341208,136413,Decreased,"Aggregate emissions: -7.4% between 2004 and 2014.
Res. Energy: +5%
Comm. Energy: -26%
Vehicles: - 13%
Airport: +15%
Waste:=2%",2010,8427,566889555,USD     US Dollar,2013,City of Aspen - Finance Dept (Liz Woods),6,20,2405,"(39.195, -106.837)","(37.09024, -95.712891)"
31112,Kaohsiung City Government,Taiwan,Kaohsiung,,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,Other,"GHG Inventory Accounting Guideline for Local City (EPA): Our country in order to assist local cities to handle emissions baseline, and make sure it follows the standard of MRV, so referring to related international GHG inventory guidelines for local cities, including IEAP published in 2009, to develop our city GHG inventory guideline.",CO2; PFCs; CH4; SF6; N2O; HFCs,58755764.13,43502687.67,15253076.46,Stayed the same,"The city administrative area emissions is gentlely decreasing, and total emissions reduction range is 0.11%.",2015,2778729,524493000000,USD     US Dollar,2015,http://0rz.tw/mT92O,25.1,2947,50,"(22.629705, 120.343804)","(23.69781, 120.960515)"
56276,New Taipei City Government,Taiwan,New Taipei ,,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","GHG Protocol is working to give cities the standards and tools they need to measure their emissions, build more effective emissions reduction strategies, set measurable and more ambitious emission reduction goals, and to track their progress more accurately and comprehensively.",CO2; PFCs; CH4; SF6; N2O; HFCs,17233924,6149934,11083990,Increased,Population growing and new regulation on emissions reporting for high carbon-density industries.,2014,3966818,530043000000,USD     US Dollar,2014,"Gross Domestic Product by Expenditures, National Statistics, R.O.C (Taiwan) (2016)",21,2053,10,"(25.0111, 121.4458)","(23.69781, 120.960515)"
57347,Pingtung County Government,Taiwan,Pingtung ,,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,CO2; CH4; N2O,4604805,37046834611,14354301004,Increased,"The main increased department are energy, industry, and waste",2016,840931,,,,,25,2775,750,"(22.551976, 120.54876)","(23.69781, 120.960515)"
31446,Taipei City Government,Taiwan,Taipei City,,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Taipei city using GPC methodology to make City GHG inventory since 2014.,CO2; CH4; N2O,14957404,,8463811,Increased,"The greenhouse gas emissions of Taipei City in 2014 were 14,546,000 metric tons. The greenhouse gas emissions of the City present a rising tendency in 1998-2008. The increasing tendency slowed down and began to decline since the 2008. Due to the operation commencement of Mass Rapid Transit (MRT) Xinyi Line and Songshan Line and because the global average temperature in 2014 was 0.69℃ higher than that of previous years, the electricity consumption increased slightly by 0.52% compared to that in 2013. Thus the overall greenhouse gas emissions in 2014 increased compared to that in 2013",2015,2704810,,,,,23,272,60,"(25.037525, 121.563782)","(23.69781, 120.960515)"
59612,"City of Hermosa Beach, CA",USA,"Hermosa Beach, CA",,2016,12/31/2012 12:00:00 AM,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),,CO2; CH4; N2O,126611,71580,3334,Decreased,,2015,19750,,USD     US Dollar,2015,,18,2.3,8,"(33.8622, -118.3995)","(37.09024, -95.712891)"
1850,Birmingham City Council,United Kingdom,Birmingham,,2016,12/31/2013 12:00:00 AM,A metropolitan area,Other,Data supplied by Department of Energy & Climate Change annually with a two year lag.  Dataset is Local Authority Emissions within scope.,CO2,5199.7,,,Decreased,"Total CO2 emissions decreased between 2012 and 2013 by 3.2%. The reduction is consistent with the decrease in overall UK emissions from 2012 to 2013. The main drivers of the decrease in UK emissions in 2013 were a decrease in the use of coal and gas for electricity generation. This reflects the decrease in overall emissions for the UK during this period driven mainly by reductions in emissions from power stations, industrial combustion and passenger cars. The reduction from power stations is driven by change in the fuel mix used for electricity generation with a reduction in the amount of coal which is a carbon intensive fuel. The reduction in industrial combustion is largely driven by the closure or reduced activity of industrial plants, a large portion of which occurred during 2009 likely due to economic factors.",2014,1101360,84000000000,GBP     Pound Sterling,2014,"""Global city GDP 2014"". Brookings Institution. Retrieved 18 November 2014.",9.2,267.8,140,"(52.480174, -1.902907)","(55.378051, -3.435973)"
43910,City of Columbus,USA,Columbus,,2016,12/31/2015 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Basic Reporting.,CO2; CH4; N2O,10983600,5487400,5496200,Decreased,"Greenhouse gas emissions increased 5% since our baseline emission inventory of 2013, but decreased since the 2014 inventory by 4%.",2014,835957,108089000000,USD     US Dollar,2014,https://development.ohio.gov/files/research/E1001.pdf,11.6,563,275,"(39.9611755, -82.9987942)","(37.09024, -95.712891)"
54521,City of Bournemouth,United Kingdom,Bournemouth,,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,The GHG emissions described in this section were calculated and published by the Department for Energy and Climate Change (DECC).  Summary of the calculation methodology is available from: https://www.gov.uk/government/statistics/uk-local-authority-and-regional-carbon-dioxide-emissions-national-statistics-2005-2013.,CO2,782650,350775,431850,Decreased,"Carbon emissions from all sectors (homes, business and transport) have decreased.  Contributing factors to this include home insulation programmes, signposting to business advice sources and increased provision for walking, cycling and public transport. 

(NOTE: Since last year's submissions, 2012 emissions data has been revised, giving a total of 818100 CO2e; this is higher than the total that was previously reported.)",2015,191400,,,,,14,108,22,"(50.719164, -1.880769)","(55.378051, -3.435973)"
31052,City of Cardiff,United Kingdom,Cardiff,,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,Other,Department of Energy and Climate Change (DECC) local authority CO2 emissions data,CO2,2128000,,,Decreased,Main reduction in industry / commercial emissions but also some decrease in domestic emissions,2014,354300,,,,,9.7,140,65,"(51.481581, -3.17909)","(55.378051, -3.435973)"
54529,City of Leicester,United Kingdom,Leicester,,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,CO2,1719600,,,Decreased,"DECC have attributed this to a shared increase across the UK due to the warmer average temperatures experienced in 2013 compared to 2012. Relatively high coal prices in 2013 led to a reduction in coal for electricity generation, which contributed to reduced emissions from the industrial/commercial and domestic sectors.",2013,333812,10420059749,GBP     Pound Sterling,2013,Regional Gross Value Added (Income Approach) NUTS3 Tables from Office for National Statistics,9.9,73,60,"(52.6333, -1.1333)","(55.378051, -3.435973)"
3422,Greater London Authority,United Kingdom,London ,C40,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","London's inventory is in line with the GPC, but in 2013 does not fully break down emissions according to GPC requirements.

Stationary - Published central government datasets used for energy consumption and CO2 emissions from homes (residential buildings) and workplaces (commercial, industrial and government buildings and facilities).

Mobile - The London Atmospheric Emissions Inventory (in-house model) is used to calculate distances travelled from transport of people and goods by  road, railways, water-borne navigation, aviation, and off-road surface transport. National emissions factors are applied.",CO2; CH4; N2O,40190000,20620000,19570000,Increased,"London's absolute CO2 emissions decreased slightly in 2013 on 2012 levels. As London reports its CO2 emissions as non weather-corrected, the decrease in 2013 may be partially due to a milder winter in 2013 compared to 2012, and therefore a higher number of heating degree days in 2012 compared to 2013. The use of coal in electricity generation also decreased at the national level. London's emissions fell by 11% on 1990 levels, and, significantly, despite an unprecedented increase in London's population, London's per capita emissions remain the UK's lowest at 4.8 tonnes.",2015,8600000,491550000000,USD     US Dollar,2014,"An indicative value for London's GDP has been estimated from 2014 per capita data ($57,157) published by Brookings (http://www.brookings.edu/research/reports2/2015/01/22-global-metro-monitor)",11,1572,35,"(51.504858, -0.078689)","(55.378051, -3.435973)"
2430,City of Burlington,USA,Burlington,,2016,12/31/2010 12:00:00 AM,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),"The City of Burlington collects emissions data in an Excel-based GHG Inventory Modeling Workbook developed and populated with the help of an environmental consultant.  Electricity data comes from the Burlington Electric Department. Natural gas data is provided by Vermont Gas. To generate transportation data, staff input miles per functional class and average annual daily traffic into CACP Transport Assistant Tool to obtain vehicle miles traveled by functional class and total emissions. The calculation of the community solid waste adds the total CSWD municipal solid waste and construction and demolition debris, then multiplied it by the Burlington population over the CSWD population.",CO2,405385.3,368077,37305,Decreased,"Burlington continues to ""green"" its energy mix. With cleaner sources of energy supplying electricity to the grid, fewer emissions are being released.",2015,42284,12700000,USD     US Dollar,2014,Bureau of Economic Analysis,7.7,40.1,61,"(44.4758825, -73.212072)","(37.09024, -95.712891)"
54113,City of Flagstaff,USA,Flagstaff,,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,Other,Formulas taken from The Climate Registry: Pacificorp Data ('07 Generation),CO2,1211617.47,621293.07,590324.4,Stayed the same,"City is growing at very slow rate, so emissions have not changed considerably over past three years of measuring.",2013,68667,4801000000,USD     US Dollar,2010,U.S. Department of Commerce,6.5,165,2134,"(35.1992, -111.6311)","(37.09024, -95.712891)"
35860,City of Dallas,USA,Dallas,,2016,12/31/2010 12:00:00 AM,Administrative boundary of a local government,Other,Methodology included a combination of Environmental Protection Agency (EPA) reported emission factors and EPA recommended emission modeling tools.,CO2; CH4; N2O,17229388,119881,17109507,Decreased,Increased use of renewable sources of electricity and on-site energy production.,2013,1257676,98746000000,USD     US Dollar,2013,City of Dallas Economic Development,19.4,999,148,"(32.7801399, -96.8004511)","(37.09024, -95.712891)"
35898,Greater Manchester,United Kingdom,Manchester,,2016,12/31/2013 12:00:00 AM,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","A GPC Compliant dataset has been established for Greater Manchester, including primary data from 2013. This work has been undertaken by Anthesis, who also support the World Resources Institute in the development of Carbon Reduction and emissions reporting and trajectory methodologies and reporting tools.",CO2; PFCs; CH4; SF6; N2O; NF3; HFCs,14889318,,5302028,Decreased,"Emissions decreased from is 18.4 to 18 million tonnes between 2012 and 2013. This represents a change from our 2015 GHG emissions tonnage figure.  This is due to inclusion of scope 3 emissions included in the Basic/Basic+ element of the inventory which GM commissioned which is now compliant with  the Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI).  Previous submissions to CDP only included scope 1 and 2 emissions which drew directly from the national government DECC Local and Regional CO2 Emissions Estimates for 2005-2012 which used similar but not identical methodologies. This is part of a longer trend of decreasing emissions, punctuated with occasional increase years. Primary factors which determine the performance are the use of coal in any one year for grid electricity generation, and weather conditions during spring and autumn, where an extended heating season can occur if these are cold. A decline in total energy consumption is the most significant long term trend factor, due to the uptake of more energy efficient appliances, home adaptations, goods, services and transport",2014,2762000,87773000000,,2013,UK ONS (using 1.56 USD/GBP) Figures provided is a GVA not GDP figure,9.5,1277,250,"(53.4575955, -2.1578377)","(55.378051, -3.435973)"
31108,City of Houston,USA,Houston,C40,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,CO2; CH4; N2O,33428301,16075539,14511262,This is our first year of calculation,"We are using the same inventory we submitted last year, and that was our first year conducting a community-wide GHG inventory using the ICLEI Community Protocol.",2013,2195914,517400000000,USD     US Dollar,2014,https://www.houston.org/pdf/research/quickview/Employment-Forecast.pdf,21,1625,13,"(29.7601927, -95.3693896)","(37.09024, -95.712891)"
54104,City of Boulder,USA,Boulder,,2016,12/31/2012 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),"This protocol was adopted for the 2012 inventory. Previous inventories followed a different methodology making an apples to apples comparison difficult. It is the city's intention to follow the GPC, in addition to the U.S. Community Protocol, for the 2015 inventory, expected completion by December 2016.",CO2; CH4; N2O,1721996,741287,980709,Other,"Changed to US Community Protocol for 2012 inventory. Only 2005 was backcast using the new protocol. Technically, we increased a half of a percent (0.5%) from our 2005 baseline. However, not only was the baseline inventory backcast but data sources changed between the two inventories as well. The error margin straddles the 'no change' parameters.",2015,104810,22354000000,USD     US Dollar,2014,"Bureau of Economic Analysis, Dept. of Commerce",10.9,67,1655,"(40.0274, -105.2519)","(37.09024, -95.712891)"
58485,Abington Township,USA,Abington ,,2016,12/31/2010 12:00:00 AM,Other: Municipal boundary,Other,"The Delaware Valley Regional Planning Commission (DVRPC) is the designated Metropolitan Planning Organization (MPO) for the Greater Philadelphia Region. DVRPC works to promote regional cooperation
in a 9-county, bi-state region. The region includes Bucks, Chester, Delaware, Montgomery (the county where Abington Township is located and the third largest Pennsylvania county), and
Philadelphia counties in Pennsylvania; and Burlington, Camden, Gloucester, and Mercer counties in New Jersey. DVRPC facilitates city, county and state representatives of this region to address key concerns
such as transportation, land use, environmental protection and economic development. 

DVRPC conducts a regional Energy Use and Greenhouse Gas Emissions Inventory on a 5-year interval, with the most recent inventory reflecting year 2010 conditions as summarized below:

1. DVRPC conducted a baseline inventory in 2005 which may be found at http://www.dvrpc.org/reports/09038A.pdf (Abington's results may be found on line 1 of page 66 or A-13 of this document under the Table ""Montgomery County, PA – 2005 Greenhouse Gas Emissions Allocated to Municipality (MTCO2E)""; 
2. A 2010 inventory for which Abington Townships results may be found at http://www.dvrpc.org/webmaps/MunicipalEnergy/mcdDetail.aspx?mcdcode=4209100156 under ""GHG Emissions by Sector"" which is further broken down at the end under ""Non-Energy Greenhouse Gas Emissions.""  The 2010 results are what is being reported for this questionnaire.",CO2; PFCs; CH4; SF6; N2O; HFCs,615224,193345,421879,Decreased,"Energy efficiency by residents, businesses, industries, municipal government, and institutions such as hospitals and four public schools with geothermal HVAC, and a cleaner electricity generation mix contributed to this decrease.",2010,55310,,,,,13.6,40.1,86,"(40.12408, -75.119511)","(37.09024, -95.712891)"
54102,City of Albany,USA,Albany,,2016,12/31/2010 12:00:00 AM,Administrative boundary of a local government,Other,New York Community and Regional GHG Inventory Guidance: Created by New York GHG Working Group,CO2; PFCs; CH4; SF6; N2O; HFCs,1217091,369654,553094,Other,"Technically the City has a community inventory data for baseline year 2009, an update for 2010, and an updated for 2013. However the results are not directly comparable as the 2009 was conducted specifically for Albany and 2010 was scaled down from a regional inventory and Energy Plan was conducted separately. We need to do a more robust update to ensure apples to apples comparison.",2010,97856,49621,USD     US Dollar,2013,U.S. Bureau of Economic Analysis,9,55,9,"(42.6526, -73.7562)","(37.09024, -95.712891)"
55799,"City of Arlington, VA",USA,"Arlington, VA",,2016,12/31/2015 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),"Transportation, fuel oil use, and solid waste emissions data are the most recent available, from a 2012 inventory. Electricity and natural gas consumption in the community reflect actual 2015 data based on utility reporting.",CO2; CH4; N2O,2480700,1257464,1223236,Decreased,"Total emissions have decreased since the 2014 accounting. Electricity emissions increased slightly over this time, while natural gas use fell.  We are exploring whether this shift is due to the weather, or perhaps also a fuel shift  from gas to electric heat pumps in large residential buildings (as with retrofits from central systems to individually-metered units).",2015,216700,18871919000,USD     US Dollar,2014,US Dept of Commerce Bureau of Economic Analysis,14.5,67,83,"(37.226486, -76.002594)","(37.09024, -95.712891)"
52893,City of Yonkers,USA,Yonkers,,2016,12/31/2010 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",We have measured energy but used a methodology similar to WRI. We used NYSERDA' s emission factor.,CO2,1248650,982940,265710,Decreased,It is not clear but we assume that economic factors are the primary driver of the decrease.,2013,199766,,,,,10.8,47,25,"(40.9414, -73.8644)","(37.09024, -95.712891)"
32550,City of Denver,USA,Denver,,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,Other,"The methodology is explained in more detail in the peer-reviewed  journal paper ""A Demand-Centered, Hybrid Life-Cycle Methodology for City-Scale Greenhouse Gas Inventories"" located at http://pubs.acs.org/doi/abs/10.1021/es702992q .",CO2; CH4; N2O,8942000,4557000,4385000,Decreased,"Denver saw a slight decrease over 2013 emissions, primarily due to reductions in the built environment.  Although Denver is currently undergoing a construction boom,our sole utilities electricity emission factor has fallen as a result of increased renewables and power plant switches away from coal and on to natural gas.",2014,663862,187111000000,USD     US Dollar,2014,BEA Denver Metro Area,10.1,401,1609,"(39.737567, -104.9847179)","(37.09024, -95.712891)"
1093,City of Atlanta,USA,Atlanta,,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","The Atlanta Mayor’s Office of Sustainability uses the Global Protocol for Community-Scale Greenhouse Gas Emission Inventories (GPC) as the framework for its annual citywide greenhouse gas (GHG) reports, which is consistent with international standards. The GPC level selected for the 2013 reports was BASIC. This level will serve as a baseline for more comprehensive reports in the future. This report included emissions from electricity and natural gas consumption, vehicles, city-owned landfills, municipal solid waste (MSW) generated inside the city but sent to landfills outside city limits, and emissions from wastewater treatment plants (WWTP), the Metropolitan Atlanta Rapid Transit Authority (MARTA), and the Hartsfield-Jackson Atlanta International Airport (excluding aviation fuel emissions). All these emitting sources are in compliance with the GPC protocol.",CO2; CH4; N2O,9024235,3548215,5476020,Increased,"Factors for the increase in emissions are: a growth in the construction market, the construction of a new international terminal at the airport, and cheap prices of oil",2013,443775,260000000000,USD     US Dollar,2013,http://www.atlantaga.gov/modules/showdocument.aspx?documentid=12107,16.9,343,272,"(33.7489954, -84.3879824)","(37.09024, -95.712891)"
54048,City of Knoxville,USA,Knoxville,,2016,12/31/2012 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),ICLEI Clean Air and Climate Protection,CO2; CH4; N2O,3999874,2061435,1938439,Decreased,"Energy consumption in 2012 fell in the residential and commercial sectors by approximately 2% and 13% respectively, relative to 2005. Energy use for transportation decreased over 3.5%, largely due to improvements in the average fuel economy of vehicles. In addition to energy savings, changes to the Tennessee Valley Authority’s (TVA) electricity production portfolio also contributed to emissions reductions, as multiple coal-fired power plants were retired, retrofitted, or replaced by natural gas, nuclear, and renewable sources of energy in recent years.",2014,184281,37487000000,USD     US Dollar,2014,US Department of Commerce Bureau of Economic Analysis; http://www.bea.gov/iTable/iTable.cfm?reqid=70&step=1&isuri=1&acrdn=3#reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=28940&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels,15.2,255.2,269,"(35.9606, -83.9207)","(37.09024, -95.712891)"
35853,City of Baltimore,USA,Baltimore,,2016,12/31/2010 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),"ICLEI’s methodology provides a systematic framework for local governments to track energy- and waste-related activities in the community, and to calculate the amounts of greenhouse gases produced by each activity and sector. The inventory methodology involves two sections: a community-wide assessment and a separate inventory of government operations.

Once completed, these inventories provide the basis for an emission forecast, and allow for the quantification of emission reductions associated with proposed measures.

Baltimore City’s Greenhouse Gas Emissions Inventory consists of two essentially distinct inventories: one for the Baltimore City community as a whole, defined by geographic borders, and one highlighting emissions resulting from the City of Baltimore’s Government operations and buildings owned. The Government Inventory is a subset of the Community Inventory (emissions from the municipal operations are embedded in the community inventory). Distinguishing the City Governmental emissions in this way allows the City, which formally committed to reducing emissions, to lead by example in tracking its own facilities and vehicles while evaluating the effectiveness of its emission reduction efforts.

Compiling Baltimore City’s emissions inventory required the collection of information from a variety of sources. The data represents 2010 energy usage, except where notes indicate data gaps that necessitated use of older records.

For our scope, all emissions associated with energy consumed in Baltimore City are included, regardless of the location of the original energy source. This means that, even though the electricity used by Baltimore residents is produced in a plant outside of Baltimore City’s geographical borders, this energy and the emissions associated with it appear in Baltimore City’s inventory. The decision to capture emissions in this way reflects the general philosophy that a community should take full responsibility for the impacts associated with its energy consumption, regardless of where the energy generation occurs.",CO2,7579144,,,,,2014,622793,43700000000000,USD     US Dollar,2014,National Association of Counties/U.S. Bureau of Economic Analysis,14.7,210,240,"(39.2903848, -76.6121893)","(37.09024, -95.712891)"
