Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,City-wide Emissions Inventory,Accounting Year,Inventory Boundary,Primary Protocol,Primary Protocol Comment,Common Reporting Framework inventory format (GPC) ,Gases Included,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total generation of grid supplied energy ,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total generation of grid supplied energy ,Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Total Scope 3 emissions (metric tonnes CO2e),Total BASIC Emissions (GPC),Total BASIC+ Emissions (GPC),Chnage in emissions,Reason for change,​Land area (in square km),Population,Population Year,City Location,Last update
2019,58513,City of Medford,Medford,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,City specific methodology,"We followed the City of Cambridge's greenhouse gas emissions methodology, which follows GPC.",,CO2,0,220603.32,1041.57,99417.5,0,93063.31,,,,,,Increased,"Other: Weather, inconsistent methodology, unavailable data",,57797,2017,POINT (-122.876 42.3265),2020-05-01T03:57:57.217
2019,73738,Khon Kaen City,,Thailand,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,139565.82,214866.16,40760.64,395192.62,,Decreased,Technological change,,119265,2018,,2020-05-01T03:57:57.217
2019,35904,Kolkata Metropolitan Area,Kolkata,India,South and West Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,- 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,,"CH4, CO2, N20",,,,,,,,,,,,,,,15892788,2011,POINT (88.3639 22.5726),2020-05-01T03:57:57.217
2019,73724,Arteaga,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",0,25160.43,0,2696.95,0,413.67,,,,,,This is our first year of calculation,Other,,3546,2014,,2020-05-01T03:57:57.217
2019,68383,Prefeitura de Itatiba,Itatiba,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-12-01 -,,Regional or country specific methodology,,,CO2,,,,,,,,,,,,,,,115051,2016,POINT (-23 46.5),2020-05-01T03:57:57.217
2019,62868,Eskişehir Metropolitan Municipality,Eskişehir,Turkey,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,871187,2018,POINT (30.5256 39.7667),2020-05-01T03:57:57.217
2019,49333,"City of Louisville, KY",Louisville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",10844022,9955664,,9883480,,1715766,,,,,,Decreased,Technological change,,770517,2018,POINT (-85.6784 38.196),2020-05-01T03:57:57.217
2019,60577,Frederikshavn Kommune,Frederikshavn,Denmark,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,60379,2015,POINT (10.521 57.4427),2020-05-01T03:57:57.217
2019,54114,City of Asheville,Asheville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,91902,2017,POINT (-82.5515 35.5951),2020-05-01T03:57:57.217
2019,73722,Mornington Peninsula Shire,,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-07-01 - 2018-06-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, HFCs, N20",,,,,,,958773,992254,116185,1858540,2067212,Increased,Other: Inclusion of BASIC+ sectors,,160862,2016,,2020-05-01T03:57:57.217
2019,50578,City of Windsor,Windsor,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),The 2014 baseline inventory for,No,"CH4, CO2, N20",,,,,,,1968805,102003,181709,2111433,2252052,Increased,Increased energy/electricity consumption,,233763,2018,POINT (-83.0364 42.3149),2020-05-01T03:57:57.217
2019,35878,City of Sacramento,Sacramento,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Other,,,,,,,,,,,,,,,,,,508529,2018,POINT (-121.494 38.5816),2020-05-01T03:57:57.217
2019,50357,Ciudad de Mendoza,Mendoza,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,,Regional or country specific methodology,RAMCCRed Argentina de Municipios frente al Cambio Climático,,CO2,,,,,,,,,,,,Do not know,,,115041,2010,POINT (-68.8458 -32.8894),2020-05-01T03:57:57.217
2019,60381,Alcaldía Distrital de Santa Marta,Santa Marta,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Regional or country specific methodology,"manuales de Fundamentos y planeación de inventario de emisiones, Manual de inventario de fuentes difusas, manual de inventario de fuentes puntuales y manual de inventario de fuentes móviles, de la serie de manuales para inventarios de emisiones del Ministerio del Medio Ambiente, vivienda y Desarrollo Territorial de Colombia.",,"CO2, N20",,,,,,,,,,,,,,,507324,2019,POINT (-74.2127 11.2453),2020-05-01T03:57:57.217
2019,59644,"City of Culver City, CA",Culver City,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,2017-01-01 - 2017-12-31,,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,,,,,,,,,,,,,,,,39860,2018,POINT (-118.4 34.02),2020-05-01T03:57:57.217
2019,60003,Baguio City,,Philippines,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,345366,2015,,2020-05-01T03:57:57.217
2019,59538,City of Mississauga,Mississauga,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),We have also used other methodologies (particularly with regards to waste). More information can be found in the attached Excel worksheet.,Yes,"CH4, CO2, N20",,7447065,,125825,,,,,,,,Do not know,Change in methodology,,721599,2016,POINT (43.589 -79.6441),2020-05-01T03:57:57.217
2019,54104,City of Boulder,Boulder,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),The city reports to the BASIC level,Yes,"CH4, CO2, N20",0,751388.46,0,774365.26,0,194961.73,,,,,,Decreased,Technological change,,108507,2017,POINT (-105.252 40.0274),2020-05-01T03:57:57.217
2019,35910,Pune Municipal Corporation,Pune,India,South and West Asia,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-12-01 - 2017-12-01,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,,,,,,,,,,,,,,,,3402000,2011,,2020-05-01T03:57:57.217
2019,54306,Medan City Government,,Indonesia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,2247425,2017,,2020-05-01T03:57:57.217
2019,840370,Upplands-Bro Municipality,Upplands-Bro kommun,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Regional or country specific methodology,"The data in the database originates from:• Sweden's reporting to the Climate Convention and the Air Safety Convention• Geographical distribution of the total emissions Sweden reportsThe data in the database is based on Sweden's official emission statistics, which are reported for the Climate Convention and the Air Safety Convention. Emissions for Sweden have been distributed across the country in a grid where the squares correspond to 1 km2. The distribution is done using relevant statistics and geographical data, such as road networks, pastures, felled forests, population data. This geographical distribution means that the national total emissions are broken down and distributed at regional and local level. The breakdown into higher spatial resolution includes a geographical limitation of where emissions occur (eg road networks) and statistics at regional and local level. This means that the finer the division, the greater the uncertainty.",,"CH4, CO2, HFCs, N20, PFCs, SF6",12582.4,124766.91,,,,,,,,,,Decreased,Technological change,,28912,2019,,2020-05-01T03:57:57.217
2019,826208,Junta Intermunicipal de Medio Ambiente de Sierra Occidental y Costa (JISOC),JISOC,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,344325,2015,POINT (-104.783 20.517),2020-05-01T03:57:57.217
2019,2185,Bristol City Council,Bristol,United Kingdom of Great Britain and Northern Ireland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),SCATTER report attached at 4.5.,Yes,"CH4, CO2, N20",791.09,1108722.31,0,625025.24,146.11,440914.2,,,,,,Decreased,Other: Grid decarbonisation.,,459300,2017,,2020-05-01T03:57:57.217
2019,50356,Ayuntamiento de Morelia,Morelia,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,784776,2015,POINT (-117.069 32.5026),2020-05-01T03:57:57.217
2019,831433,Comuna de Ataliva,Ataliva,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,2500,2010,POINT (61 31),2020-05-01T03:57:57.217
2019,826380,Junta Intermunicipal de la Cuenca Baja del Rio Ayuquila (JIRA),,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,144000,2015,,2020-05-01T03:57:57.217
2019,60236,Municipality of Trelleborg,Trelleborg,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,,,,,,,,,,,,,,,,,,,,,,44854,2018,POINT (13.1569 55.3751),2020-05-01T03:57:57.217
2019,54352,City of Muntinlupa,,Philippines,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, N20",,362253.08,,854000,,10764.73,,,,,,This is our first year of calculation,,,504509,2015,,2020-05-01T03:57:57.217
2019,840926,Prefeitura de Serra Talhada,,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,79232,2010,,2020-05-01T03:57:57.217
2019,54389,Taichung City Government,Taichung,"Taiwan, Greater China",East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Taiwan has promulgated the “Guideline of GHG Inventory for County and Municipal Government” in 2011, the guideline has been revised according to the Global Protocol for Community-Scale Greenhouse Gas Emission Inventories from ICLEI. With the latest GPC concept and methodology, the inventory has compliance with international regulation.",No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,57023748.4,15540054.6,1032598.3,62173728,73596401.4,Increased,Increased energy/electricity consumption,,2803894,2018,POINT (120.647 24.1619),2020-05-01T03:57:57.217
2019,50362,Municipalidad de Concepción,Concepción,Chile,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,223574,2017,POINT (-73.0498 -36.827),2020-05-01T03:57:57.217
2019,59160,Ville de Nyon,Nyon,Switzerland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2",,,,,,,98739,12895,156,111703,111790,Increased,Population increase,,21211,2019,POINT (6.23478 46.3833),2020-05-01T03:57:57.217
2019,52638,Prefeitura de Aracaju,Aracaju,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,737282,300814,89532,1128628,,This is our first year of calculation,Lack of knowledge overcome,,641523,2016,POINT (-37.0731 -10.9472),2020-05-01T03:57:57.217
2019,74427,City of Sarasota,Sarasota,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,220114,407299,41350,668763,,Decreased,,,56000,2016,POINT (27.3364 82.5307),2020-05-01T03:57:57.217
2019,73759,Jambi City,,Indonesia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,In progress,2018-01-01 - 2018-12-31,,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,,,,,,,,,,,,,,,,591134,2017,,2020-05-01T03:57:57.217
2019,31149,City of Athens,Athens,Greece,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,1175500,2038412,614277,3537650,3828189,Increased,Increased energy/electricity consumption,,664046,2011,POINT (23.7275 37.9838),2020-05-01T03:57:57.217
2019,50671,Município de Fafe,Fafe,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Determination of CO2 emissions methodology is based on IPCC principles. Presented data is determined by applying emission factors to the data resulting from energy baseline emissions. The energy baseline emissions are calculated using a mathematical model that is based on local energy consumption and macroeconomic and demographic variables.,,CO2,,195597,,,,,,,,,,This is our first year of calculation,,,50633,2011,POINT (-8.17286 41.4508),2020-05-01T03:57:57.217
2019,60053,Indore Municipal Corporation,,India,South and West Asia,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,-,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CO2, N20, PFCs",,,,,,,,,,,,,,,2197447,2011,,2020-05-01T03:57:57.217
2019,826239,Alcaldia de Sopó,Sopó,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,In progress,-,,,,,,,,,,,,,,,,,,,,27932,2017,POINT (-73.9384 4.9075),2020-05-01T03:57:57.217
2019,840492,City of Malolos,,Philippines,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,252074,2015,,2020-05-01T03:57:57.217
2019,73668,Malabrigo,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",0,45291.33,0,3857.78,0,591.72,,,,,,This is our first year of calculation,Other,,7339,2010,,2020-05-01T03:57:57.217
2019,63919,"City of Saratoga Springs, NY",Saratoga Springs,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,28027,2017,POINT (-73.8167 43.0333),2020-05-01T03:57:57.217
2019,35863,eThekwini Municipality,Durban,South Africa,Africa,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",,,,,,,,,,,,Increased,Improved data accuracy,,3887356,2017,POINT (31.0218 -29.8587),2020-05-01T03:57:57.217
2019,58626,"City of Racine, WI",,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,78860,2010,,2020-05-01T03:57:57.217
2019,839971,San Nicolás de los Arroyos,San Nicolás de los Arroyos,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",2587059.25,612548.92,,171595.07,,27861.26,,,,,,Do not know,,,145857,2010,,2020-05-01T03:57:57.217
2019,31174,Moscow Government,Moscow,Russian Federation,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,Decreased,Change in weather conditions,,12615300,2018,POINT (37.6173 55.7558),2020-05-01T03:57:57.217
2019,55325,Município de Águeda,Águeda,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2012-01-01 - 2012-12-31,Larger – covers the whole city and adjoining areas,Regional or country specific methodology,,,,,,,,,,,,,,,,,,47729,2011,POINT (-8.44582 40.5753),2020-05-01T03:57:57.217
2019,54253,Wollongong City Council,Wollongong,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-07-01 - 2017-06-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),This information has been submitted by Ironbark Sustainability to GCoM. I will not provide it again here,No,"CH4, CO2, N20",,,,,,,802881,1944120,,3091346,281078,This is our first year of calculation,Other: Joined GCoM,,216071,2018,POINT (150.893 -34.4278),2020-05-01T03:57:57.217
2019,839954,Vinh City,,Viet Nam,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Other: Bilan Carbone,"Developed by the French Agency for Environment and Energy Management (ADEME), the Bilan Carbone tool serves as an accounting method for calculating in details the direct and indirect GHG emissions. Its analysis covers all of six GHGs (CO2, CH4, N2O, SF6, HFCs and PFCs) mentioned in Kyoto protocol, CFCs and water vapor released into the stratosphere by airplanes. The Bilan Carbone accordingly provides an overview on the various emission sources and their contributions to climate change. By employing this method, the GHG emissions from different types of reduction scenarios can be estimated, and thereby helps to identify appropriate and effective action plans and/or policies as well as potential implementation options to reduce GHG emissions.The Bilan Carbone method is somewhat similar to the techniques of “Rapid asessment of sources of air, water and land pollution” which are primarily based on the magnitude of emission sources and emission factors. The cores of Bilan Carbne tool are workbooks and spreadsheets in MS. Excel with ready-made calculating and converting formulas. All emission factors are arranged in a separate spreadsheet and linked to corresponding cells in other ones. Thus, in the event the users add or modify emission factors, the results in associated cells and spreadsheets are altered accordingly.",,"CH4, CO2, HFCs, N20, PFCs, SF6",,1103438,,,,,,,,,,This is our first year of calculation,,,323800,2018,,2020-05-01T03:57:57.217
2019,55801,City of West Palm Beach,West Palm Beach,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,383625,789569,21146.7,1484767,0,Decreased,Technological change,,112906,2018,POINT (-80.0534 26.7153),2020-05-01T03:57:57.217
2019,31155,City of Buenos Aires,Buenos Aires,Argentina,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"En el año 2015, el Gobierno de la Ciudad Autónoma de Buenos Aires adhirió al “Acuerdo de Alcaldes”. Con ello, asumió distintos compromisos, entre ellos el de adecuar sus Inventarios de Gases de Efecto Invernadero al nivel Básico del Protocolo Global para Inventarios de Gases de Efecto Invernadero a Escala de Comunidad (“Global Protocol for Community-Scale Greenhouse Gas Emission Inventories” - GPC ). En septiembre de ese año logró actualizar los inventarios desde el año 2000 hasta el 2014 a dicho estándar. Posteriormente, en el Plan de Acción frente al Cambio Climático 2020 (PACC) publicado por el GCBA en el año 2015, se publicaron los resultados de los inventarios del periodo 2000-2014. En los años siguientes se continuó trabajando en la actualización de los inventarios, elaborandose  a la fecha los inventarios para los años 2015 y 2016 para la Ciudad de Buenos Aires.",No,"CH4, CO2, N20",,,,,,,15633080,4186547,2480149,13100079,13764762,Decreased,Improved data accuracy,,3059122,2016,POINT (-58.3816 -34.6037),2020-05-01T03:57:57.217
2019,35859,City of Cleveland,Cleveland,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",142171,8593604,,2703010,,584094,,,,,,Decreased,Technological change,,385428,2017,POINT (-81.6944 41.4993),2020-05-01T03:57:57.217
2019,55372,Prefeitura Municipal de Canoas,Canoas,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,341343,2015,POINT (-51.1862 -29.9133),2020-05-01T03:57:57.217
2019,35873,Municipality of Medellín,Medellín,Colombia,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,,,,,,,,,,,,,,,,,2564000,215,POINT (-75.5735 6.22729),2020-05-01T03:57:57.217
2019,69848,Municipio de Loja,Loja,Ecuador,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,CO2,,,,,,,381960,41918,0,423878,0,This is our first year of calculation,Lack of knowledge overcome,,214855,2010,POINT (-3.99313 -79.2042),2020-05-01T03:57:57.217
2019,44077,Kampala City,Kampala,Uganda,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,The IPCC 2006 guidelines methodologies for estimation were used,,"CH4, CO2, N20",,3055230.86,,,,657900,,,,,,This is our first year of calculation,,,1631210,2018,,2020-05-01T03:57:57.217
2019,61876,Mazabuka Municipal Council,Mazabuka,Zambia,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,182205,2016,POINT (27.7491 -15.8613),2020-05-01T03:57:57.217
2019,834226,Municipality of Bell Ville,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",,73078.5,,23727.61,,3639.45,,,,,,This is our first year of calculation,Other: No es posible ver cambios,,35281,2014,,2020-05-01T03:57:57.217
2019,53959,"City of Fayetteville, AR",Fayetteville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,CO2,,,,,,,516975,920888,0,,,Increased,Increased energy/electricity consumption,,88963,2018,POINT (-94.1719 36.0821),2020-05-01T03:57:57.217
2019,54430,Ville du Havre,Le Havre,France,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-06-01 - 2019-06-01,Same – covers entire city and nothing else,Other: guide méthodologique pour l'élaboration des inventaires territoriaux des émissions atmosphériques réalisé par le Pôle de Coordination des Inventaires Territoriaux (PCIT),accessible à l'adresse http://www.lcsqa.org/system/files/ressources/medde-dgec-guide_methodo-elaboration_inventaires-pcit-2012_vf.pdf,,CO2,,1894045,,,,,,,,,,Decreased,Behavioural change,,172769,2019,POINT (0.1 49.49),2020-05-01T03:57:57.217
2019,840371,Falkoping Kommun,Falköping,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-28,Same – covers entire city and nothing else,Regional or country specific methodology,"Swedish database""Emissioner av Växthusgaser totalt som CO2-ekvivalenter""Länsrapport, 2018-08-30http://www.airviro.smhi.se/cgi-bin/RUS/apub.html_rusreport.cgi",,"CH4, CO2, HFCs, N20, PFCs, SF6",726,242269,,,,,,,,,,Stayed the same,Emissions have not changed,,33155,2018,,2020-05-01T03:57:57.217
2019,54613,Alcaldia de Valdivia,Valdivia,Chile,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2012-05-26 - 2013-05-26,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"El inventario de emisiones de GEI se plantea de acuerdo al Protocolo ""Global Protocol For Community - Scale Greenhouse Gas Emissions (GPS)"" - Pilot Version 1.0  con alcance Basic +. Considera todas las emisiones de alcance 1 y 2 de unidades estacionarias, unidades móviles, residuos, procesos industriales y usos de productos, así como la agricultura, silvicultura y otros usos de la tierra (AFOLU). Además se incluyeron las emisiones de alcance 3 del sector residuos y de las unidades móviles.",No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,877816,0,31851,419319,643973,This is our first year of calculation,Lack of knowledge overcome,,166080,2017,,2020-05-01T03:57:57.217
2019,60223,Panevėžys City Municipality,Panevežys,Lithuania,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,,,,,,,,,,,,,,,,,,,,,,92949,2016,POINT (24.35 55.7333),2020-05-01T03:57:57.217
2019,54650,Prefeitura de Palmas,Palmas,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,,,,,,,,,,,,,Do not know,,,291855,2018,POINT (-48.3243 -10.2491),2020-05-01T03:57:57.217
2019,60229,Municipality of Arendal,Arendal,Norway,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, N20",,1314864,,,,,,,,,,Increased,Improved data accuracy,,44785,2018,POINT (8.77245 58.4618),2020-05-01T03:57:57.217
