Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Access,City-wide emissions inventory,Accounting year,Administrative city boundary,Inventory boundary (compared to Administrative city boundary),Primary Protocol,Primary Protocol Comment,Gases Included,Direct emissions (metric tonnes CO2e) for Total generation of grid-supplied energy,Direct emissions (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Indirect emissions from use of grid supplied energy (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy (metric tonnes CO2e) for Total Emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary (metric tonnes CO2e) for Total Generation of grid supplied energy,Emissions occurring outside city boundary (metric tonnes CO2e) for Total Emissions (excluding generation of grid-supplied energy),TOTAL Scope 1 Emissions (metric tonnes CO2e),TOTAL Scope 2 emissions (metric tonnes CO2e),TOTAL Scope 3 Emissions,TOTAL BASIC Emissions (GPC),TOTAL BASIC+ Emissions (GPC),Change in emissions,Primary reason for the change in emissions,Land area (in square km),Population,Population Year,City Location,Last update
2021,59708,"City of Bethlehem, PA",,United States of America,North America,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,CO2,,,,,,,,,,,,,,50,75000,2010,,10/04/2021 09:23:47 AM
2021,74539,"City of Oberlin, OH",,United States of America,North America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,"CH4, CO2, N20",,,,,,,61992,11869,1758,,,Increased,Change in accounting methodology,12.85,8299,2018,,10/04/2021 09:23:47 AM
2021,54520,Ville de Lausanne,Lausanne,Switzerland,Europe,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,482633,,79134,,1474742,,,,,,Decreased,Technological change,41.4,145358,2020,,10/04/2021 09:23:47 AM
2021,859085,Sayama City,,Japan,East Asia,public,Yes,2016-04-01 - 2017-03-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,Decreased,,,,0,,10/04/2021 09:23:47 AM
2021,850468,Prefeitura de Passo de Torres,,Brazil,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,99075,9048,2010,,10/04/2021 09:23:47 AM
2021,31164,Ho Chi Minh City,Ho Chi Minh,Viet Nam,Southeast Asia and Oceania,public,Yes,2018-01-01 - 2018-12-31,Special city,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20, SF6",,,,,,,,,,,,Increased,Increased energy/electricity consumption,2095,9040000,2019,POINT (106.66 10.7626),10/04/2021 09:23:47 AM
2021,859141,Takashima City,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,826201,Ayuntamiento de Zapopan,,Mexico,Latin America,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Smaller – covers only part of the city,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"Referencias generales del IPCC, combinando metodologías de acuerdo a los distintos sectores calculados; Transporte - MOVES; Residuos - Modelo Mexicano de Biogás; Energía - INECC.","CH4, CO2, N20",,,,,,,,,,,,Increased,Population increase,1017,1476491,2020,,10/04/2021 09:23:47 AM
2021,834339,Odawara City,,Japan,East Asia,public,Yes,2015-04-01 - 2016-03-31,Special city,Same – covers entire city and nothing else,Regional or country specific methodology,,"CH4, CO2, N20",,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,50357,Ciudad de Mendoza,Mendoza,Argentina,Latin America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentina","CH4, CO2, N20",,491377.99,,115066.88,,123154.98,,,,,,Increased,Increased energy/electricity consumption,106.07,115041,2010,POINT (-68.8458 -32.8894),10/04/2021 09:23:47 AM
2021,859084,Kawaba Village,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,848135,San Pedro de la Paz,,Chile,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,112.5,131808,2017,,10/04/2021 09:23:47 AM
2021,58597,Municipalidad de La Unión,La Unión,Costa Rica,Latin America,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,"Para el caso de Costa Rica, la metodología para la medición, reporte y verificación de las emisiones, reducciones, remociones y compensaciones de GEI a nivel cantonal está basada en el Programa País Carbono Neutralidad 2.0 en su categoría Cantonal. Este programa incorpora elementos del GPC y algunas guías del IPCC.  Accesible en el siguiente enlace: https://cambioclimatico.go.cr/metas/descarbonizacion/","CH4, CO2, N20",,111349.92,,7411.88,,35574.76,,,,,,This is our first year of calculation,"Other, please specify: Año base que se utilizará como referencia",44.8,112508,2020,POINT (-83.9833 9.91667),10/04/2021 09:23:47 AM
2021,50566,"City of Anchorage, AK",Anchorage,United States of America,North America,public,Yes,2015-01-01 - 2015-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,5178548,,,,,,,,,,This is our first year of calculation,,4415.1,295365,2018,POINT (-149.9 61.2181),10/04/2021 09:23:47 AM
2021,73692,Mount Barker District Council,,Australia,Southeast Asia and Oceania,public,In progress,2017-07-01 - 2018-06-30,Local government area within a greater city / metropolitan area,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,,,,,,,,,,,,,595,37481,2020,,10/04/2021 09:23:47 AM
2021,826450,Durham County Council,,United Kingdom of Great Britain and Northern Ireland,Europe,public,Yes,2018-01-01 - 2018-12-31,Province / County,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Data reported are provided by the UK government through their publication of UK local authority and regional carbon dioxide emissions national statistics.,"CH4, CO2, N20",3710.64,2272022.18,0,532481.9,389.78,699099.81,,,,,,Decreased,Technological change,2230,523500,2017,,10/04/2021 09:23:47 AM
2021,15515,Reading Borough Council,Reading,United Kingdom of Great Britain and Northern Ireland,Europe,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,"Other, please specify: UK local authority and regional carbon dioxide emissions national statistics: 2005-2019","This dataset is produced by the UK Government and combines data from the UK’s Greenhouse Gas Inventory with data from a number of other sources, including local energy consumption statistics, to produce a nationally consistent set of carbon dioxide emissions estimates at local authority level from 2005 to 2019.  They show ""territorial"" emissions, meaning emissions that occur within the UK's borders. The data show emissions allocated on an “end-user” basis where emissions are distributed according to the point of energy consumption (or point of emission if not energy related). Except for the energy industry, emissions from the production of goods are assigned to where the production takes place. Therefore, emissions from the production of goods which are exported will be included, and emissions from the production of goods which are imported are excluded. Carbon dioxide (CO2) is the main greenhouse gas, accounting for about 80 per cent of the UK greenhouse gas emissions in 2019. The statistics are largely consistent with the UK national Greenhouse Gas Inventory and with the Devolved Administration Greenhouse Gas Inventories, but there are some minor methodological differences outlined in a methodology report. Reading Borough Council uses a subset of this dataset, called 'Local authority territorial emissions estimates within the scope of influence of local authorities 2005-2019', to measure and report on emissions for the Borough, and to track progress with mitigation efforts, as this gives a more accurate picture of emissions which can be influenced by local action.",CO2,,,,,,,,,,,,Decreased,Technological change,40.4,161780,2019,,10/04/2021 09:23:47 AM
2021,31166,Jakarta City Government,Jakarta,Indonesia,Southeast Asia and Oceania,public,Yes,2020-01-01 - 2020-12-31,Special city,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"1.Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC): ICLEI (verification), SIGN-SMART (verification), CDP, WRI, Global Covenant of Mayors (GCoM).2.2006 IPCC Guidelines for National Greenhouse Gas Inventories SIGN-SMART.3.Regional or country specific methodology: AKSARA.","CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,Increased,Improved data accuracy,662.33,10562088,2020,POINT (106.865 -6.1751),10/04/2021 09:23:47 AM
2021,31169,Government of Hong Kong Special Administrative Region,Hong Kong,"China, Hong Kong Special Administrative Region",East Asia,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",25950353.09,13874194.45,,25950353.09,,0,,,,,,Decreased,"Other, please specify",1110.18,7481800,2020,POINT (114.14 22.2881),10/04/2021 09:23:47 AM
2021,36037,Santiago de Cali,Santiago de Cali,Colombia,Latin America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,"CH4, CO2, N20",0,2453817,0,0,0,0,,,,,,Decreased,Improved data accuracy,561.7,2264748,2021,POINT (-76.532 3.45164),10/04/2021 09:23:47 AM
2021,19233,Município de Torres Vedras,Torres Vedras,Portugal,Europe,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,A metodologia de cálculo das emissões de CO2 baseia-se nos princípios do IPCC. Os dados apresentados são determinados pela aplicação de factores de emissão aos dados resultantes do inventário energético. O consumo de energia é calculado utilizando um modelo matemático baseado no consumo de energia local e em variáveis macroeconómicas e demográficas.,"CH4, CO2, N20",,201907.92,,75195.1,,,,,,,,Decreased,Policy change,407,78530,2019,POINT (-9.30148 38.7637),10/04/2021 09:23:47 AM
2021,859093,Chonan Town,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,55325,Município de Águeda,Águeda,Portugal,Europe,public,Yes,2013-01-01 - 2013-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"O inventário de referência de emissões foi elaborado dentro do enquadramento do Pacto de Autarcas. Os factores de emissão considerados estão de acordo com a APA e são específicos para Portugal e para o concelho de Águeda. Foram recolhidos dados históricos e estatísticos, utilizando um conjunto extenso de fontes oficiais municipais e nacionais, entre cujas referências foram consideradas destaca-se o Eurostat, a Agência Europeia do Ambiente, a Agência Internacional de Energia, a Direção-Geral de Mobilidade e Transportes da Comissão Europeia, a Direção-Geral de Energia da Comissão Europeia, o Centro Comum de Investigação da Comissão Europeia (JRC), a Organização para a Cooperação e Desenvolvimento Económico e naturalmente os organismos nacionais relevantes como sejam a Direção Geral de Energia e Geologia, a Agência Portuguesa do Ambiente, a Entidade Reguladora dos Serviços Energéticos e o Instituto Nacional de Estatística. Na elaboração dos inventários foi considerado o fator de emissões de IPCC e de LCA (Life Cicle Assessment).",CO2,134500,200609,0,60118,0,0,,,,,,Decreased,Technological change,335,47729,2011,POINT (-8.44582 40.5753),10/04/2021 09:23:47 AM
2021,838937,Mersin Metropolitan Municipality,,Turkey,Europe,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,"CH4, CO2, HFCs, N20",,,,,,,6655669.5,2049077.2,0,,,This is our first year of calculation,,16.01,1868757,2021,,10/04/2021 09:23:47 AM
2021,18078,Swale Borough Council,,United Kingdom of Great Britain and Northern Ireland,Europe,public,Yes,2019-12-08 - 2020-12-12,"Other, please specify: District/Borough Council",Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,,,,,,,,,,,Do not know,"Other, please specify",373,148500,2018,,10/04/2021 09:23:47 AM
2021,56276,New Taipei City Government,New Taipei,"Taiwan, Greater China",East Asia,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Since 2014, we inventoried GHG by using the method of GPC, we also inventoried Guideline of GHG accounting and inventory issued by Taiwan EPA, which mainly refer to the ""International Emissions Analysis Protocol (ICLEI)"" and ""2006 IPCC Guidelines for National Greenhouse Gas Inventories"". We have finished 2019 GHG inventory and verified by British Standards Institution(BSI Taiwan) in December, 2020.","CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,6810972.24,,11424208.23,,453541.08,,,,,,Decreased,"Other, please specify: Decreased stationary energy and waste",2052,4030954,2020,POINT (121.446 25.0111),10/04/2021 09:23:47 AM
2021,46470,Ayuntamiento de Vitoria-Gasteiz,Vitoria-Gasteiz,Spain,Europe,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,"CH4, CO2, N20",,533535,,120612,,,,,,,,Decreased,Policy change,276.8,255042,2019,POINT (-2.67 42.84),10/04/2021 09:23:47 AM
2021,859160,Setouchi City,,Japan,East Asia,public,Yes,2011-04-01 - 2012-03-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,,"CH4, CO2, N20",,,,,,,,,,,,Do not know,,,,0,,10/04/2021 09:23:47 AM
2021,859126,Iwata City,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,62868,Eskişehir Metropolitan Municipality,Eskişehir,Turkey,Europe,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,13925,897716,2021,POINT (30.5256 39.7667),10/04/2021 09:23:47 AM
2021,60588,City of Alba-Iulia,Alba-Iulia,Romania,Europe,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,104,74000,2020,POINT (23.569 46.0823),10/04/2021 09:23:47 AM
2021,35872,Municipality of Recife,Recife,Brazil,Latin America,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Finalizamos recentemente a atualização dos inventários dos anos de 2016 e 2017 utilizando a plataforma CLIMAS.,"CH4, CO2, N20",,1654250.29,,310114.03,,1079526.83,,,,,,Increased,Population increase,218.843,1653461,2020,POINT (-34.8829 -8.05783),10/04/2021 09:23:47 AM
2021,50380,Municipio de Bucaramanga,Bucaramanga,Colombia,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,165,581130,2018,POINT (-73.1227 7.11034),10/04/2021 09:23:47 AM
2021,863239,New Town Kolkata,,India,South and West Asia,public,In progress,2021-04-01 - 2022-03-31,Local government area within a greater city / metropolitan area,Same – covers entire city and nothing else,"Other, please specify","For calculating the GHG emissions for New Town Kolkata, experts from Jadavpur University have been engaged.",,,,,,,,,,,,,,,30,63000,2021,,10/04/2021 09:23:47 AM
2021,840924,Prefeitura de Alexânia,,Brazil,Latin America,public,In progress,-,Federal district,,,,,,,,,,,,,,,,,,847.9,20033,0,,10/04/2021 09:23:47 AM
2021,59550,"City of Bend, OR",,United States of America,North America,public,Yes,2015-07-01 - 2016-06-30,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20, NF3, SF6",,,,,,,,,,,,This is our first year of calculation,,,100000,2020,,10/04/2021 09:23:47 AM
2021,31177,"Salt Lake City, UT",Salt Lake City,United States of America,North America,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,"CH4, CO2, N20",,,,,,,,,,,,Stayed the same,Emissions have not changed,285.93469,200591,2018,POINT (-111.891 40.7608),10/04/2021 09:23:47 AM
2021,37241,"City of Berkeley, CA",Berkeley,United States of America,North America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Smaller – covers only part of the city,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,489749.57,,23726.72,,16814.04,,,,,,Decreased,"Other, please specify: More residential and commercial energy customers transferred to our local CCA (East Bay Community Energy) in 2019 and the electricity emissions factor for the regional energy provider (PG&E) dropped to near 0 emissions.",27.117176,121363,2019,,10/04/2021 09:23:47 AM
2021,859142,Fukuchiyama City,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,54347,Pasig City,Pasig,Philippines,Southeast Asia and Oceania,public,Yes,2010-01-01 - 2010-12-31,Local government area within a greater city / metropolitan area,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"GHG accounting and management, the City of Pasig first completed inventories of emissions for both government operations (entity level)1 and the community governed by the LGU (community level)2. Based upon the understanding of emissions provided by these inventories, Pasig City then prepared a GHG Management Framework Plan (Framework Plan) summarized in this report that sets the fundamental tool in the implementation of targets and goals to reduce emissions and concrete innovative green practices. The plan serve as the Pasig City’s roadmap for action in the reduction of emission and outlines specific strategies and actions and calls upon the range of governmental bodies to formulate effective policies, programs and activities towards climate change mitigation adaptation that will influence the public to adopt lifestyle change towards protecting the environment and improve quality of life.","CH4, CO2, N20",,,,,,,,,,,,,,34.32,775530,2015,POINT (121.061 14.5869),10/04/2021 09:23:47 AM
2021,859108,Mihama Town,,Japan,East Asia,public,Yes,2015-04-01 - 2016-03-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,,"CH4, CO2, N20",,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,43940,Malmö Stad,Malmö,Sweden,Europe,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",1735,664321,15266,151571,,,,,,,,Decreased,"Other, please specify: Decrease in use of district heating  and domestic heating oil",156.95,347949,2020,POINT (13.0038 55.605),10/04/2021 09:23:47 AM
2021,74558,"Summit County, UT",,United States of America,North America,public,Yes,2019-01-01 - 2019-12-31,Province / County,Larger – covers the whole city and adjoining areas,"Other, please specify","Inventory was based on  variety of guidance documents that included ICLEI's U.S. Community Protocol, The Climate Registry (TCR), and the US Environmental Protection Agency.","CH4, CO2, N20",,,,,,,1018578,439966,268277,,,Increased,,4874,42145,2019,,10/04/2021 09:23:47 AM
2021,31172,Mexico City,Mexico City,Mexico,Latin America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,"Other, please specify: Principalmente se utilizaron las Directrices del IPCC 2006 para los inventarios nacionales de gases de efecto invernadero. Además metodologías específicas y factores de emisión locales","Las actividades de aseguramiento de calidad / control de calidad incluyen: revisión de cálculos, gestión de datos, verificación de procedimientos y cálculo de incertidumbre.","CH4, CO2, HFCs, N20",315677.98,21314717.24,,5850460.22,,18311059.64,,,,,,Increased,"Other, please specify: Se contó con estudios local",1485,9041395,2018,POINT (-99.1332 19.4326),10/04/2021 09:23:47 AM
2021,49339,"City and County of Honolulu, HI",Honolulu,United States of America,North America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"The City worked with ICLEI to apply the GPC Protocol and utilized ClearPath and other tools to develop its first GHG Inventory for 2005, 2015, 2016. The City has updated the inventory on an annual basis since 2017, with 2019 being most recent inventory. The GHG inventory has been used as the basis of drafting and developing Oahu's climate action plan, and has been further validated and vetted by the University of Hawaii's Institute of Sustainability and Resilience. We have made some edits and re-stated some inventory figures based on this feedback.","CH4, CO2, N20",,,,,,,,,,,,Increased,Increased energy/electricity consumption,1545,1040171,2019,POINT (157.59 21.28),10/04/2021 09:23:47 AM
2021,859193,China Town,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,31165,Stadt Heidelberg,Heidelberg,Germany,Europe,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Institut für Energie- und Umweltforschung Heidelberg GmbH,"CH4, CO2, N20",62298,428118,,531882,1474,162275,,,,,,Stayed the same,"Other, please specify",108830,145512,2020,POINT (8.67243 49.3988),10/04/2021 09:23:47 AM
2021,73645,KwaDukuza,,South Africa,Africa,public,Yes,2014-01-01 - 2015-01-01,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"The GHGI is compliant with the international accounting protocols, techniques and methodologies, listed in the Global Protocol for Community-Scale Greenhouse Gas Emissions (GPC).","CH4, CO2, N20",,353742,,418305,,,,,,,,Decreased,Improved data accuracy,735,276719,2016,,10/04/2021 09:23:47 AM
2021,74488,"City of Beverly, MA",,United States of America,North America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),"Also uses Local Government Operation Protocol (LGOP) (California Air Resources Board [CARB], 2010","CH4, CO2, N20",,,,,,,,,,,,This is our first year of calculation,Lack of resource / funding overcome,38.8,42174,2019,,10/04/2021 09:23:47 AM
2021,834251,Municipality of Coronel Dominguez,,Argentina,Latin America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.","CH4, CO2, N20",,2766.17,,384.71,,59.01,,,,,,Increased,Change in available data,50500,1231,2018,,10/04/2021 09:23:47 AM
2021,74338,Yala City Municipality,,Thailand,East Asia,public,Yes,-,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),The making of city's greenhouse gas report and reducing greenhouse plan by collecting greenhouse gas emission information following the guideline  The Global Protocol For Community - Scale Greenhouse Gas Emission Inventories (GPC).,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,Decreased,,19.4,59751,2021,,10/04/2021 09:23:47 AM
2021,52894,"City of Winston-Salem, NC",Winston-Salem,United States of America,North America,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Staff utilized the EP Local GHG Inventory Tool: Community Module for calculations.,"CH4, CO2, N20",,,,,,,,,,,,This is our first year of calculation,Lack of knowledge overcome,343.04,247945,2019,POINT (-80.2442 36.0999),10/04/2021 09:23:47 AM
2021,31109,City of Melbourne,City of Melbourne,Australia,Southeast Asia and Oceania,public,Yes,2020-01-01 - 2020-12-31,Independent province: Local government area within a city/metropolitian area,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"City of Melbourne's GPC profile includes scope 1, 2 and 3 emissions from stationary energy, transportation, and waste and upstream scope 3 emissions from electricity, natural gas, gas distribution, and transport fuels. Emissions sources are converted to CO2e using the emissions factors listed in the Australian National Greenhouse Accounts. Electricity and gas data was provided by utility operators by postcode and market segment (domestic, commercial, industrial). While best available, variations and discrepancies in the data are common from year to year. Emissions from private vehicle use were estimated using a transport model built by Council using reliable traffic count data from State government agencies, apportioned across vehicle class and fuel type based on survey data collected by the Australian Bureau of Statistics. Emissions from trams and trains estimated based on vehicle kilometers traveled (timetable frequency x track length) and energy and CO2e per km figures provided by transport operators. Emissions from waterbourne transport estimated based on actual shipping movement data, annual tonnages, and time in port. The amount of waste produced within the municipality was estimated using a combination of MSW volume data provided directly by waste contractor and projections from a waste study undertaken in 2017.","CH4, CO2, N20",,993193.74,,3396147.81,,603188.08,,,,,,Decreased,"Other, please specify: Reduced city activity as a result of COVID-19 restrictions",37.7,183756,2020,POINT (144.963 -37.8141),10/04/2021 09:23:47 AM
2021,2185,Bristol City Council,Bristol,United Kingdom of Great Britain and Northern Ireland,Europe,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),SCATTER report attached at 4.5.,"CH4, CO2, N20",790.66,1335954.57,0,512120.12,136.37,482643.64,,,,,,Decreased,"Other, please specify: Grid decarbonisation.",110,463400,2019,,10/04/2021 09:23:47 AM
2021,73755,Legazpi City,,Philippines,Southeast Asia and Oceania,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,The primary protocol is supplemented by the Community-Level GHG Quantification Spreadsheet tool jointly developed by the USAID B-LEADERS Project and the Climate Change Commission (CCC),"CH4, CO2, N20",,189757.36,,,,,,,,,,This is our first year of calculation,"Other, please specify: N/A",161.6543,209533,2020,,10/04/2021 09:23:47 AM
2021,859058,Tomari Village,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,57616,"City of Lake Forest, IL",Lake Forest,United States of America,North America,public,Yes,2007-01-01 - 2007-12-31,City / Municipality,Same – covers entire city and nothing else,"Other, please specify: Local Government Operations Protocol (LGOP)","The Local Government Operations Protocol (LGOP) is a tool for accounting and reporting GHG emissions across a local government’soperations. Reductions in emissions are calculated by comparing changes in a local government’semissions over time. By tracking emissions over time, local governments should be able to measure theGHG reduction benefits from policies and programs put in place to reduce emissions within theiroperations. https://s3.amazonaws.com/icleiusaresources/lgo_protocol_v1_1_2010-05-03.pdf","CH4, CO2, N20",,,,,,,120709.2,210436.37,71218.43,,,Do not know,Lack of documentation,44.65,19446,2020,POINT (-87.8406 42.2586),10/04/2021 09:23:47 AM
2021,59653,"City of Manhattan Beach, CA",Manhattan Beach,United States of America,North America,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,246824.99,,,,,,,,,,Decreased,"Other, please specify: Energy Efficiency",10.2,35183,2019,POINT (-118.405 33.8889),10/04/2021 09:23:47 AM
2021,60384,Alcaldía de Yopal,,Colombia,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,2532,179355,2020,,10/04/2021 09:23:47 AM
2021,51374,Prefeitura de Rio Branco,Rio Branco,Brazil,Latin America,public,In progress,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,,,,,,,,,,,,,8834942,407319,2019,POINT (-40.3776 -20.3338),10/04/2021 09:23:47 AM
2021,50544,"City of Aurora, IL",Aurora,United States of America,North America,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Smaller – covers only part of the city,,,,,,,,,,,,,,,,,119.00995,196300,2020,POINT (41.7606 88.3201),10/04/2021 09:23:47 AM
2021,54497,City of Wroclaw,Wroclaw,Poland,Europe,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Global Protocol for Community-Scale Greenhouse Gas Emission Inventories,"CH4, CO2, N20",,,,,,,,,,,,Increased,Increased energy/electricity consumption,292.86,640600,2018,POINT (17.0385 51.1079),10/04/2021 09:23:47 AM
