"Year.Reported.to.CDP","Account.Number","Organization","City","Country","CDP.Region","Access","City.boundary","Type.of.target","Sector","Identify.and.explain.sources.that.differ.from.the.inventory","Target.boundary.relative.to.city.boundary","Base.year","Year.target.was.set","Base.year.emissions..metric.tonnes.CO2e.","Percentage.reduction.target","Target.year","Target.year.absolute.emissions..metric.tonnes.CO2e.","Projected.population.in.target.year","Intensity.unit..Emissions.per.","Base.year.emissions.per.intensity.unit..metric.tonnes.CO2e.per.denominator.","Estimated.business.as.usual.absolute.emissions.in.target.year..metric.tonnes.CO2e.","Percentage.of.target.achieved.so.far","Select.the.initiatives.that.this.target.contributes.towards","Description.of.the.target.and.the.modelling.methodology.ies..and.parameters.used.to.define.it","Does.this.target.align.with.the.global.1.5...2..C.pathway.set.out.in.the.Paris.Agreement.","Does.this.target.align.to.a.requirement.from.a.higher.level.of.government.","Target.description","Population","Population.Year","City.Location","Last.update","name","entity_type","iso"
2021,831230,"Municipality of La Marsa","La Marsa","Tunisia","Africa","public","City / Municipality","Baseline scenario (business as usual) target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98500,2019,"POINT (10.3218 36.8725)","2021-10-04T09:30:14.243","La Marsa","City","TUN"
2021,862614,"Municipio de Colima",NA,"Mexico","Latin America","public","City / Municipality","Base year emissions (absolute) target","Waste",NA,"Same (city-wide) – covers entire city and nothing else",2018,2018,35.59,20,2030,28.472,NA,NA,NA,NA,NA,"Global Covenant of Mayors for Climate & Energy",NA,"Yes - 1.5 °C","Yes",NA,157048,2020,NA,"2021-10-04T09:30:14.243","Colima","City","MEX"
2021,58865,"Jammerbugt Kommune","Jammerbugt","Denmark","Europe","public","City / Municipality","Base year emissions (absolute) target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38638,2018,"POINT (9.54153 57.1453)","2021-10-04T09:30:14.243","Jammerbugt","City","DNK"
2021,60274,"Prefeitura de Cruzeiro do Sul","Cruzeiro do Sul","Brazil","Latin America","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POINT (-72.6761 -7.62799)","2021-10-04T09:30:14.243","Cruzeiro do Sul","City","BRA"
2021,73413,"Commune de Cocody","Cocody","Cote d'Ivoire","Africa","public","City / Municipality","Base year intensity target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000000,2021,"POINT (-3.9674 5.3602)","2021-10-04T09:30:14.243","Cocody","City","CIV"
2021,36004,"City of Abidjan","Abidjan","Cote d'Ivoire","Africa","public","Special city","Baseline scenario (business as usual) target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5052000,2016,"POINT (-4.0083 5.36)","2021-10-04T09:30:14.243","Abidjan","City","CIV"
2021,58483,"City of Surrey, BC",NA,"Canada","North America","public","City / Municipality","Fixed level target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",NA,2020,NA,NA,2050,0,820260,NA,NA,NA,NA,"Declaring Climate Emergency; Durban Adaptation Charter; ICLEI’s Green Climate Cities Program; Mexico City Pact",NA,"Yes - 1.5 °C","Yes","The City targets a net zero in community emissions.",557310,2017,NA,"2021-10-04T09:30:14.243","Surrey, BC","City","CAN"
2021,60361,"Prefeitura de Tangará da Serra","Tangará da Serra","Brazil","Latin America","public","City / Municipality","No target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105171,2020,"POINT (-57.4858 -14.6194)","2021-10-04T09:30:14.243","Tangará da Serra","City","BRA"
2021,59605,"City of Colton, CA",NA,"United States of America","North America","public","City / Municipality","Baseline scenario (business as usual) target","Energy","Reduce kWh overall through energy efficiency by 2 MW a year.","Same (city-wide) – covers entire city and nothing else",1990,2015,NA,15,NA,NA,NA,NA,NA,NA,NA,"Cities Race to Zero; Global Covenant of Mayors for Climate & Energy",NA,"Do not know","Do not know",NA,54000,2020,NA,"2021-10-04T09:30:14.243","Colton, CA","City","USA"
2021,74539,"City of Oberlin, OH",NA,"United States of America","North America","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2012,2013,120218,100,2050,0,NA,NA,NA,NA,37,"Cities Race to Zero",NA,"Do not know",NA,NA,8299,2018,NA,"2021-10-04T09:30:14.243","Oberlin, OH","City","USA"
2021,859163,"Mine City",NA,"Japan","East Asia","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-04T09:30:14.243","Mine","City","JPN"
2021,840935,"Prefeitura de Brasiléia",NA,"Brazil","Latin America","public","City / Municipality","No target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25848,2018,NA,"2021-10-04T09:30:14.243","Brasiléia","City","BRA"
2021,43905,"City of San Antonio, TX","San Antonio","United States of America","North America","public","City / Municipality","Base year emissions (absolute) target","Transport",NA,"Same (city-wide) – covers entire city and nothing else",2016,2019,6614448,47,2030,3505657.44,NA,NA,NA,NA,0,"Cities Race to Zero; Science-Based Targets for Cities",NA,"Yes - 2 °C","No",NA,1547253,2019,"POINT (-98.4936 29.4241)","2021-10-04T09:30:14.243","San Antonio, TX","City","USA"
2021,834219,"Municipality of Corrientes",NA,"Argentina","Latin America","public","City / Municipality","Baseline scenario (business as usual) target","Other, please specify: Energía, Transporte y Desechos","Se toman a consideración las fuentes de emisión clasificadas en el inventario como básicas (siguiendo el estándar GPC). El nivel BASIC (básico) cubre las fuentes de emisión que se producen en casi todas las ciudades (energía estacionaria, transporte dentro de los límites y desechos generados en la ciudad), donde las metodologías y datos de cálculo están fácilmente disponibles. Se corresponde a un marco de reporte inducido por la ciudad. En detalle, las emisiones cubiertas son: - Energía Estacionaria, alcances 1 y 2 - Transporte, alcance 1 (se utiliza el método de venta de combustible) y 2- Residuos, alcance 1 y 3Se decidió no incorporar las emisiones de agricultura y ganadería y las emisiones de alcance 3 de energía estacionaria (incluidas en el inventario) ya que sobre estas, los gobiernos locales no tienen capacidad de realizar acciones concretas para mitigarlas. Se incluyeron sólo aquellas que pueden ser gestionados más fácilmente a escala local.","Same (city-wide) – covers entire city and nothing else",2018,2019,1122935.52,18,2030,NA,NA,NA,NA,1312970.46,NA,NA,"Durante el 2014 en Argentina se emitieron 368 millones de toneladas de dióxido decarbono equivalente (MtCO 2e ). Por otro lado, las emisiones proyectadas al año 2030bajo el escenario BAU ascienden a 592 MtCO 2e  . De esta forma, el aumento porcentualrelativo de emisiones proyectado para el 2030 es del 60,87%.Este aumento será considerado para la preparación del escenario BAU de Corrientesdonde se proyectarán las emisiones alcanzadas por el nivel BÁSICO. Éste nivel abarca los sectores en los cuales los gobiernos localesposeen mayor capacidad de realizar acciones concretas, y que pueden sergestionados más fácilmente que los incluidos en el nivel BÁSICO+.Para correlacionar el escenario Business as Usual nacional con el de Corrientes serealizó un ajuste considerando las tasas de aumento poblacional. El factor de ajuste esequivalente a la relación entre la variación poblacional en el período 2014-2030 a nivelnacional y local.El INDEC estima que durante este tiempo la población argentina aumentará un15,79%  y un 22,06% en el municipio. Por lo tanto, el factor de ajuste resulta de 140%.Así, el aumento de emisiones proyectado para Corrientes será del 85,04%.Tomando de base el inventario BÁSICO de Corrientes del 2014, las emisionesproyectadas bajo el escenario tendencial al 2030 serán de 1.312.965,32tCO2 e .Tomando como referencia la meta de reducción de emisiones presentada por el país yacorde a lo establecido en el Pacto de Alcaldes por el Clima y la Energía, Corrientesse compromete a reducir sus emisiones de gases de efecto en al menos un 18%respecto al escenario BAU al 2030, considerando las fuentes de emisión del alcanceBÁSICO. De esta forma, en 2030, Corrientes no emitirá más de 1.076.631,56tCO 2e","Do not know","No","Se espera que la reducción de emisiones propuesta por Corrientes y las medidas que se desarrollen para su concreción, se sumen a los esfuerzos nacionales.",349648,2018,NA,"2021-10-04T09:30:14.243","Corrientes","City","ARG"
2021,859052,"Kitami City",NA,"Japan","East Asia","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-04T09:30:14.243","Kitami","City","JPN"
2021,36223,"Antananarivo","Antananarivo","Madagascar","Africa","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Larger – covers the whole city and adjoining areas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes - 1.5 °C",NA,NA,1,2018,"POINT (47.5079 -18.8792)","2021-10-04T09:30:14.243","Antananarivo","City","MDG"
2021,55801,"City of West Palm Beach, FL","West Palm Beach","United States of America","North America","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory","Not applicable.","Same (city-wide) – covers entire city and nothing else",2008,2016,5513890,100,2050,0,NA,NA,NA,NA,13,"Global Covenant of Mayors for Climate & Energy; LEED for Cities",NA,"Yes - 2 °C","No","We conducted a community-wide inventory in 2019 with Kim Lundgren and Associates, reporting on the 2018 calendar year. Moving forward, we will start working on community-wide inventories every three years to comply with our municipal regulatory commitments.",116781,2020,"POINT (-80.0534 26.7153)","2021-10-04T09:30:14.243","West Palm Beach, FL","City","USA"
2021,19233,"Município de Torres Vedras","Torres Vedras","Portugal","Europe","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory","Não aplicável.","Same (city-wide) – covers entire city and nothing else",2009,2021,392.79,100,2050,0,NA,NA,NA,NA,29,"Global Covenant of Mayors for Climate & Energy",NA,"Yes - 2 °C","Yes, but it exceeds its scale or requirement","O município submeteu ao Pacto de Autarcas, em 2019, a renovação do seu compromisso para as metas de 2030 (já validado pelo secretariado do CoM) e, mais recentemente, 2021, a renovação do seu compromisso para as metas de 2050 (a aguardar validação pelo secretariado do CoM).Neste contexto, o município já elaborou o seu plano de ação para a neutralidade carbónica até 2050. Contudo, este encontra-se em fase de apresentação e aprovação, pelo que não foi ainda considerado neste reporte ao CDP, conforme as orientações metodológicas.",78530,2019,"POINT (-9.30148 38.7637)","2021-10-04T09:30:14.243","Torres Vedras","City","PRT"
2021,54096,"City of Saint John, NB","Saint John","Canada","North America","public","City / Municipality","Base year intensity target","All emissions sources included in city inventory","Emission reduction goal for 2025 is 594 368 tons which is a total reduction of 58,784 tons","Same (city-wide) – covers entire city and nothing else",2015,2019,653152,18,2035,594368,NA,"Metric tonnes of CO2e per unit GDP",18,NA,10,"Mayors National Climate Action Agenda",NA,"Yes - 1.5 °C","Yes","Achieving the objective of Saint John’s Action Plan would mean that the level of community GHG emissions for the year 2025 be at592 883 tons of eq. CO2. This is a decrease of 60 269 tons from the 2015 emissions level of 653 152 tons of eq. CO2. This represents apotential reduction of 9.2%, which is 0.2 percentage points above the target of 9% and 1 486 tons more than the targeted reduction of58 784 tons",70785,2017,NA,"2021-10-04T09:30:14.243","Saint John","City","CAN"
2021,8242,"City of Helsinki","Helsinki","Finland","Europe","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",1990,2017,3514000,80,2035,702800,NA,NA,NA,NA,26,"Global Covenant of Mayors for Climate & Energy; ICLEI’s Green Climate Cities Program; Urban-LEDS",NA,"Yes - 1.5 °C","Yes, but it exceeds its scale or requirement","Helsinki's path toward carbon neutrality is: 30% GHG total emission reduction by 2020, 60% reduction by 2030 and carbon neutrality by  2035 (min. of 80% reduction and max 20% compensation). City-owned energy Company Helen's target is in line with the city.The city council of Helsinki decided in the new city strategy 2017-2021 that Helsinki will reduce its emissions by 60 % by 2030 and become carbon neutral (minimum of -80% emission reduction and compensation of 20%) by 2035. In the plan there are target values for buildings (-82% reduction) and transport (-70% reduction) to reach a  minimum of 80% emission reduction by 2035. To implement this Helsinki prepared a mitigation action plan which includes 147 measures. The action plan was finalized in Feb 2018 and approved in Dec 2018 by the city government.Previous GHG target approved by the city  strategy (in 2013) is 30% emission reduction target between 1990-2020, which is still valid and seems likely to be achieved. The city-owned energy company Helen has the same target for carbon neutrality by 2035 than the city does. Energy production's emissions are rapidly decreasing as Helsinki's both CHP coal-power plants are closed  by 2025 (Hanasaari) and 2029 (Salmisaari) and replaced with 0-emission energy.",655395,2020,"POINT (24.941 60.1733)","2021-10-04T09:30:14.243","Helsinki","City","FIN"
2021,73879,"Roskilde","Roskilde","Denmark","Europe","public","City / Municipality","Fixed level target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87542,2019,"POINT (12.0878 55.6419)","2021-10-04T09:30:14.243","Roskilde","City","DNK"
2021,60105,"Kirklees Council","Huddersfield","United Kingdom","Europe","public","Metropolitan area","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2005,2010,2848300,40,2020,1708980,NA,NA,NA,NA,96,"Individual City Commitment",NA,"No","No","This is the district's previous base year emissions target from 2010.  Data is from 2018 (same as the emissions inventory year).",438727,2018,NA,"2021-10-04T09:30:14.243","Huddersfield","City","GBR"
2021,59985,"City of Puerto Princesa","Puerto Princesa","Philippines","Southeast Asia and Oceania","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2018,2018,NA,5,2022,NA,NA,NA,NA,NA,NA,"Global Covenant of Mayors for Climate & Energy",NA,"Yes - 1.5 °C","Yes",NA,307079,2020,"POINT (118.73 9.74069)","2021-10-04T09:30:14.243","Puerto Princesa","City","PHL"
2021,58483,"City of Surrey, BC",NA,"Canada","North America","public","City / Municipality","Fixed level target","All emissions sources included in city inventory","Corporate GHG emissions include emissions from civic facilities, corporate fleet and vendor operations.","Same (city-wide) – covers entire city and nothing else",NA,2020,NA,NA,2050,0,820260,NA,NA,NA,3,"Declaring Climate Emergency; District Energy in Cities Initiative; Global Covenant of Mayors for Climate & Energy; ICLEI’s Green Climate Cities Program; Individual City Commitment; Mexico City Pact",NA,"Yes - 1.5 °C","Yes","The target was set as a response to the Climate Emergency Declaration by the city, consistent with the IPCC recommended 1.5 global temperature reduction pathway.  Though the year the target was set is 2020, the baseline emissions estimated by the city is 2010. The 3 % reduction is estimated from the 2010 emissions.",557310,2017,NA,"2021-10-04T09:30:14.243","Surrey, BC","City","CAN"
2021,831812,"Municipalidad de Puerto Barrios","Puerto Barrios","Guatemala","Latin America","public","City / Municipality","No target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000,2021,"POINT (15.7278 -88.5944)","2021-10-04T09:30:14.243","Puerto Barrios","City","GTM"
2021,54037,"City of Des Moines, IA","Des Moines","United States of America","North America","public","City / Municipality","Fixed level target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215636,2019,NA,"2021-10-04T09:30:14.243","Des Moines, IA","City","USA"
2021,859175,"Soeda Town",NA,"Japan","East Asia","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-04T09:30:14.243","Soeda","City","JPN"
2021,832002,"Municipalidad de Quepos",NA,"Costa Rica","Latin America","public","City / Municipality","Base year emissions (absolute) target","Transport",NA,NA,2018,2020,68384.51,0.1,2025,68316.12549,NA,NA,NA,NA,0,"Global Covenant of Mayors for Climate & Energy",NA,"Yes - 2 °C","Do not know","Según la NDC (2015) – la que está en proceso de revisión durante este 2020- la meta de Costa Rica, es alcanzar un máximo absoluto de 9.374.000 ton de CO2 equivalente para el 2030, con una trayectoria de emisiones per cápita de  1,73 toneladas netas para el 2030 y 1,19 toneladas netas per cápita para el 2050, y -0,27 toneladas netas para el 2100. Todo ello consistente con el límite de la meta de 2°C. Esa meta significa una reducción del 44% de las emisiones comparadas con el escenario Business as Usual (BUA). Adicionalmente, se establecen metas de producción eléctrica con 100% de energía renovable y una cobertura forestal del 60% al 2030. En el caso de Quepos, el inventario realizado es reciente, las metas se han establecido a partir de un pilotaje que apenas inicia su desarrollo, y en el caso de la ciclovía, todavía no se cuenta con datos confirmados de reducción, por lo que se espera que al actualizar el inventario y tener mejores datos sobre el impacto de los proyectos desarrollados estas metas se actualicen y se pueda incrementar la ambición para ser consistente con la ambición del Acuerdo de París.",26861,2011,NA,"2021-10-04T09:30:14.243","Quepos","City","CRI"
2021,60656,"City of Piedmont, CA","Piedmont","United States of America","North America","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Larger – covers the whole city and adjoining areas",2005,2018,48820,80,2050,9764,NA,NA,NA,NA,28,"Global Covenant of Mayors for Climate & Energy",NA,"Do not know","Yes, but it exceeds its scale or requirement","According to the NDC website, the United States intends to achieve an economy-wide target of reducing its greenhouse gas emissions by 26%-28% below its 2005 level in 2025 and to make best efforts to reduce its emissions by 28%. The City's target is more ambitions. The City's goals are consistent with the State's goals.",11317,2019,"POINT (-122.232 37.8244)","2021-10-04T09:30:14.243","Piedmont, CA","City","USA"
2021,859159,"Oda City",NA,"Japan","East Asia","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2013,NA,332000,60.24,2050,132003.2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-04T09:30:14.243","Oda","City","JPN"
2021,54538,"Bath and North East Somerset","Bath","United Kingdom","Europe","public","Local government area within a greater city / metropolitan area","Fixed level target","All emissions sources included in city inventory","The public commitment made in the Council resolution is for the district to be carbon neutral by 2030. Work is underway to look at the detail - has been delayed slightly due to COVID.","Same (city-wide) – covers entire city and nothing else",NA,2019,NA,NA,2030,NA,NA,NA,NA,NA,NA,"Declaring Climate Emergency; Global Covenant of Mayors for Climate & Energy",NA,"Yes - 1.5 °C","Yes, but it exceeds its scale or requirement","The public commitment made in the Council resolution is for the district to be carbon neutral by 2030.",192106,2018,NA,"2021-10-04T09:30:14.243","Bath, UK","City","GBR"
2021,831674,"Município de Amarante","Amarante","Portugal","Europe","public","City / Municipality","No target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53280,2019,NA,"2021-10-04T09:30:14.243","Amarante","City","PRT"
2021,49172,"City of St. Petersburg, FL","St. Petersburg","United States of America","North America","public","City / Municipality","Base year emissions (absolute) target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270000,2021,NA,"2021-10-04T09:30:14.243","St. Petersburg, FL","City","USA"
2021,54341,"Toyama City",NA,"Japan","East Asia","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2005,2021,4047000,100,2050,0,NA,NA,NA,NA,13.3,"Global Covenant of Mayors for Climate & Energy",NA,"Yes - 2 °C","Yes","2019年に、温室効果ガス排出量を2050年までに2005年比80％削減する目標を設定した。この目標は、当自治体のインベントリで対象となるすべての排出発生源（建物、境界内輸送機関、廃棄物）に適用する。",418686,2015,NA,"2021-10-04T09:30:14.243","Toyama","City","JPN"
2021,35864,"Ekurhuleni Metropolitan Municipality","Ekurhuleni","South Africa","Africa","public","Metropolitan area","Baseline scenario (business as usual) target","Waste",NA,"Same (city-wide) – covers entire city and nothing else",2019,2020,0.76,67,2030,NA,NA,NA,NA,0.92,NA,"Cities Race to Zero; Global Covenant of Mayors for Climate & Energy","The City does not have a full inventory at the time of reporting but calculations for the sectors have been done as part of the Green Cities Action Plan. These calculations have been done using APEX tool and the numbers and targets provided in this section are based on that. Report that details this and full methodology is one of the attached documents","Do not know","Yes",NA,3774638,2021,"POINT (28.3462 -26.1777)","2021-10-04T09:30:14.243","Ekurhuleni","City","ZAF"
2021,862946,"Manta",NA,"Ecuador","Latin America","public","City / Municipality","Base year intensity target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217600,2010,NA,"2021-10-04T09:30:14.243","Manta","City","ECU"
2021,58871,"City of Salem, MA","Salem","United States of America","North America","public","City / Municipality","Base year emissions (absolute) target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43559,2018,"POINT (-70.8967 42.5195)","2021-10-04T09:30:14.243","Salem, MA","City","USA"
2021,859091,"Matsubushi Town",NA,"Japan","East Asia","public","City / Municipality","Base year emissions (absolute) target","Other, please specify: 本町が直接実施する事務・事業を対象",NA,"Local Government Operations - covers only emission sources owned and operated by local government",2014,NA,1.84,5,2020,1.748,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,28684,2021,NA,"2021-10-04T09:30:14.243","Matsubushi","City","JPN"
2021,840529,"Ayuntamiento de Victoria (Tamaulipas)",NA,"Mexico","Latin America","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Larger – covers the whole city and adjoining areas",2015,2019,NA,NA,2030,NA,NA,NA,NA,NA,NA,"Global Covenant of Mayors for Climate & Energy",NA,"Yes - 1.5 °C","Yes",NA,346029,2015,NA,"2021-10-04T09:30:14.243","Victoria (Tamaulipas)","City","MEX"
2021,832097,"Município de Lagos",NA,"Portugal","Europe","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-04T09:30:14.243","Lagos","City","PRT"
2021,859108,"Mihama Town",NA,"Japan","East Asia","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2013,NA,79900,12.02,2021,70296.02,NA,NA,NA,NA,72.73,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-04T09:30:14.243","Mihama","City","JPN"
2021,73645,"KwaDukuza",NA,"South Africa","Africa","public","City / Municipality","Baseline scenario (business as usual) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2014,2030,772048,NA,2030,NA,NA,NA,NA,42,NA,"Building Efficiency Accelerator; Durban Adaptation Charter; Global Covenant of Mayors for Climate & Energy; ICLEI’s Green Climate Cities Program; One Planet City Challenge; Urban-LEDS","KLM has set a target of a 42% reduction BY 2030 in community-wide greenhouse gas emissions against the BAU projection for that year.","Yes - 1.5 °C","Yes",NA,276719,2016,NA,"2021-10-04T09:30:14.243","KwaDukuza","City","ZAF"
2021,59563,"City of Takoma Park, MD","Takoma Park","United States of America","North America","public","City / Municipality","Fixed level target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",NA,2019,NA,NA,2035,0,18000,NA,NA,NA,0,"100% Renewable Energy Cities & Regions Network; Cities Race to Zero; Global Covenant of Mayors for Climate & Energy",NA,"Yes - 1.5 °C","Yes","The Takoma Park goal of net zero emissions by 2035 also support the 100% reduction of emissions by 2035 supports and conforms the Montgomery County goal.",17765,2021,"POINT (-77.0075 38.9779)","2021-10-04T09:30:14.243","Takoma Park, MD","City","USA"
2021,60638,"Walvis Bay Municipality","Walvis Bay","Namibia","Africa","public","City / Municipality","No target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100000,2016,"POINT (12.5247 -22.9389)","2021-10-04T09:30:14.243","Walvis Bay","City","NAM"
2021,31108,"City of Houston, TX","Houston","United States of America","North America","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory","http://greenhoustontx.gov/climateactionplan/index.html","Same (city-wide) – covers entire city and nothing else",2014,2020,33414134,40,2030,20048480.4,NA,NA,NA,NA,0.99,"Global Covenant of Mayors for Climate & Energy; Mayors National Climate Action Agenda; STAR Communities",NA,"Yes - 1.5 °C","No","The Houston Climate Action Plan, launched April 2020 and formally approved by Houston City Council October 2020, established a target to reduce GHG emissions by 100% by 2050 from a 2014 baseline. Interim targets include a 40% reduction by 2030 and 75% by 2040. This target applies to all the emission sources covered by the City’s inventory and is outlined in the Houston Climate Action Plan: http://greenhoustontx.gov/climateactionplan/index.html. The US NDC established April 2021 is based on a 2005 baseline. The City's interim target of 75% by 2040 (26 years from the 2014 baseline) exceeds the US NDC of 50% over a 25 year period).",2320268,2019,"POINT (-95.3694 29.7602)","2021-10-04T09:30:14.243","Houston, TX","City","USA"
2021,58636,"City of Bellingham, WA","Bellingham","United States of America","North America","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2000,2007,950793,85,2050,142618.95,NA,NA,NA,NA,10.4,NA,NA,"No","Do not know",NA,90620,2021,"POINT (-122.479 48.7519)","2021-10-04T09:30:14.243","Bellingham, WA","City","USA"
