Account number,Organization,City,Country,Region,C40,Access,Reporting year,Accounting year,Boundary,Protocol,Protocol column,Gases included,Total emissions (metric tonnes CO2e),Scopes Included ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Comment,Increase/Decrease from last year,Reason for increase/decrease in emissions,Population,Population year,GDP,GDP Currency,GDP Year,GDP Source,Average annual temperature (in Celsius)​,​Average altitude (m),​Land area (in square km),City Location,Country Location
10894,City of Los Angeles,Los Angeles,USA,North America,C40,Public,2017,2013-01-01 - 2013-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,28922796,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",19936349,9506208,,Decreased,"Two primary reasons for the slight reduction are reduction in GHG intensity of electricity system and increased fuel economy of light duty vehicles. From 1990, the decline of manufacturing withing LA city limits also contributed to the decline.",4030904,2016,930817000000,USD     US Dollar,2015,US Dept of Commerce (LA Metro Area),18,95,1215,"(34.0522342, -118.2436849)","(37.09024, -95.712891)"
58671,Elsinore Municipality,Elsinore,Denmark,Europe,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,CO2; CH4; N2O,294549,Total Scope 1 and Scope 2,,,The CO2 mapping was conducted externally by a consultancy.,Decreased,#NAME?,61632,2015,1985000000,DKK     Danish Krone,2015,The Ministry of Finance,8.5,8,119,"(56.0308, 12.5921)","(56.2639, 9.5018)"
31155,City of Buenos Aires,Buenos Aires,Argentina,Latin America,C40,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","The GHG emissions are calculated by the Buenos Aires EPA Climate Change team using, primarily, IPCC methodology and reporting based on the city-induced framework of the GCP protocol. The city has already completed the BASIC approach.",,13193864,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",16338506,4252960,,Increased,The increase is a result of three factors: a) A small increment of the stationary energy emission factor b) a small raise in the amount of GHG emissions related to stationary energy and c) an increase in the amount of GHG emissions related to motorized vehicles.,3059122,2016,107287000,ARS     Argentine Peso,2016,"Treasury Secretariat, Buenos Aires City Government",18,25,202,"(-34.6037232, -58.3815931)","(-38.416097, -63.616672)"
54497,City of Wroclaw,Wroclaw,Poland,Europe,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Global Protocol for Community-Scale Greenhouse Gas Emission Inventories,,4065219,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",,,,Increased,Increased electricity consumption,635759,2015,1789700000000,PLN     Zloty,2015,Central Statistical Office,11,119,283.3,"(51.107885, 17.038538)","(51.919438, 19.145136)"
54057,City of Lancaster,Lancaster,USA,North America,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),2012 U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emission,CO2; PFCs; CH4; SF6; N2O; NF3; HFCs,885210,Total Scope 1 and Scope 2,,,,Decreased,"Community-wide GHG emissions declined by 107,860 MTCO2e, or 12%, between 2010 and
2015. Emissions from the treatment and delivery of water saw the largest reduction with a 47%
decrease. This reduction is mostly likely a result of more intense drought conditions and water
regulations. The reduced consumption in water also led to a reduction in wastewater with a 35%
decrease. A slowdown in construction growth also lead to a 40% decrease in lawn and garden
and construction sectors (collectively referred to as off-road equipment). Emissions from
transportation decreased 17%. While certain factors, such as increased walkability, may have
contributed to this decrease, no definitive explanation has been established. Commercial and
industrial energy use is the only sector that saw a slight increase of approximately 880 MTCO2e",161000,2015,7600000000,USD     US Dollar,2012,"City of Lancaster Finance Department; U.S. Census Bureau, 2012 Economic Census, 2012 Economic Census of Island Areas, and 2012 Nonemployer Statistics.",16.7,2000,94.5,"(40.0379, -76.3055)","(37.09024, -95.712891)"
31149,City of Athens,Athens,Greece,Europe,C40,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,5053422,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",1364941,3360563,,Decreased,"The small decrease is due: a) to lower grid-supplied electricity consumption by the commercial and industrial sector attributed to the lower economic activities as a result of the country's financial crisis, b) to lower energy use in private transportation as the sales of fuels in the city have significantly decreased due to the rising in gasoline prices which led the citizens to prefer public transportation than using their own private vehicles",664046,2011,19857903168,EUR     Euro,2014,www.statistics.gr,17.5,208,39,"(37.98381, 23.727539)","(39.074208, 21.824312)"
55415,"City of Columbia, SC","Columbia, SC",USA,North America,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),"We participated in ICELI's Fall Session Training, and recently completed our inventory. It is in  the review process now.",CO2; CH4; N2O,1848635,Total Scope 1 and Scope 2,858704,980622,,This is our first year of calculation,"This year is the first of our community inventory. Previously, we did City government only.",133358,2015,36358000000,USD     US Dollar,2014,City of Columbia Office of Economic Development,32,292,132,"(34.0007, -81.0348)","(37.09024, -95.712891)"
64014,City of Cupertino,Cupertino,USA,North America,,Public,2017,2010-01-01 - 2010-12-31,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,CO2; CH4; N2O,296048,Total Scope 1 and Scope 2,210597,85451,"Inventory includes a mix of primary and secondary sources as well as estimates based on models or scaling. See Cupertino Climate Action Plan, Chapter 2, pages 33-62 for Community and LGO inventories.",This is our first year of calculation,,60572,2015,7207409711,USD     US Dollar,2015,"Reflects current-dollar GDP for Cupertino, scaled down from metro area GDP of San Jose-Sunnyvale-Santa Clara, CA. Source: U.S. Dept. of Commerce Bureau of Economic Analysis, ""Gross Domestic Product by Metropolitan Area, 2015""",16.1,112,29.3,"(37.322998, -122.032182)","(37.09024, -95.712891)"
54443,Landeshauptstadt Magdeburg,Magdeburg,Germany,Europe,,Public,2017,2012-01-01 - 2012-12-31,A metropolitan area,Other,Software ECORegion smart from theClimate Alliance,CO2,1400000,Total Scope 1 and Scope 2,,,,,,238000,2015,,,,,9.7,56,201.8,"(52.1205, 11.6276)","(51.165691, 10.451526)"
31159,Alcaldía Metropolitana de Caracas,Caracas,Venezuela,Latin America,C40,Public,2017,2015-01-01 - 2015-12-31,A metropolitan area,2006 IPCC Guidelines for National Greenhouse Gas Inventories,We used only one methodology: the 2006 IPCC Guidelines for National Greenhouse Gas Inventory. Data was collected or estimated from official sources.,CO2; CH4; N2O,17774776,Total Scope 1 and Scope 2,14364103,3410672,Total solid wastes and waste water was extrapolated from measurements made that were assumed as representative of the whole city population,Increased,"Emissions have increased slightly mainly due to the increase electricity consumption and waste generation due to population growth. Emissions from the transport sector practically have not increased, reflecting the limited increase of the automotive park in 2015.",3518590,2015,54000000000,,2015,Estimated from Venezuelan Central Bank figures,25,950,776,"(10.4696404, -66.8037185)","(6.42375, -66.58973)"
50392,Prefeitura de Vitória,Vitória,Brazil,Latin America,,Public,2017,2015-07-15 - 2017-12-30,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,2798291.17,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",2424305.24,367108.66,,This is our first year of calculation,Only now it was possible to carry out the inventory from institutional partnerships.,359555,2016,9421016,,2016,SEGES/PMV  & BGE; IJSN (2013).,25,3,98194,"(-20.333764, -40.377582)","(-14.235004, -51.92528)"
54623,Prefeitura de Betim,Betim,Brazil,Latin America,,Public,2017,2013-01-01 - 2013-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","A elaboração do primeiro inventário de emissões de GEE de Betim para os anos de 2012 e 2013 teve como base as metodologias propostas pelo Global Protocol for Community-Scale Greenhouse Gas Emission Inventories¹ (GPC).   Os setores reportados foram Energia Estacionária, Transporte e Resíduos. Para que a relatoria dos dados esteja adequada aos requisitos estabelecidos pela metodologia, os cálculos e a elaboração deste inventário estão em consonância com as orientações de 2006 do IPCC para inventários nacionais de GEE.Os princípios elencados na metodologia e respeitados na elaboração foram: relevância, abrangência, consistência, transparência e exatidão.",,1763018,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",,,,Increased,"Comparado ao ano base 2012, as emissões totais aumentaram em 2013, levando-se em conta as mesmas bases de cálculos e fontes de  dados utilizados. No processo de verificação, realizado somente para o ano de 2013, foram identificadas e corrigidas inconsistências. As emissões do setor de energia e transporte apresentaram redução e do setor Resíduos apresentaram aumento, conforme aba comparação do documento anexo à questão C1.9b desta relatoria.",378089,2010,16409537,BRL     Brazilian Real,2013,IBGE,20,860,346,"(-19.967308, -44.20119)","(-14.235004, -51.92528)"
54092,City of Ann Arbor,Ann Arbor,USA,North America,,Public,2017,2015-01-01 - 2016-01-01,A metropolitan area,International Emissions Analysis Protocol (ICLEI),,CO2; CH4; N2O,1420000,Total Scope 1 and Scope 2,1420000,,Number doesn't include University of Michigan reported emissions,Decreased,Renewable Portfolio Standard for Michigan,117770,2015,17000000000,USD     US Dollar,2012,https://www.brookings.edu/wp-content/uploads/2016/07/annarbor.pdf,10,256,74,"(42.2808, -83.743)","(37.09024, -95.712891)"
35393,City of St Louis,St Louis,USA,North America,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","US Protocol, 4th edition, also used as a reference",,7203267,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",2853424,4239250,,Increased,"The City has encouraged and facilitated numerous sustainability initiatives in the past several years, however, growth in economic activity caused increases in the commercial sector since 2013.",319294,2010,149900000000,USD     US Dollar,2014,https://www.stlouis-mo.gov/government/departments/budget/documents/upload/FY15-AOP-Summary-Overview-and-charts-S-1-to-S-82.pdf,13.9,142,170.9,"(38.627, -90.1994)","(37.09024, -95.712891)"
50673,Faro,Faro,Portugal,Europe,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,Other,Irradiare Science of evolution,CO2,246,Total Scope 1 and Scope 2,104,143,"The data was collected in 2014, page 72, frame 21",Decreased,The data was collected in 2014 show that the emissions decreased in scope1 and increased in scope2. But in general the emissions decreased,61019,2015,13231,EUR     Euro,2013,INE(2013) Estudo do poder de compra,17.8,200,203,"(37.019355, -7.93044)","(39.399872, -8.224454)"
36045,Santiago de Guayaquil,Santiago de Guayaquil,Ecuador,Latin America,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,Other: ISO 14064,"Data generating activity Greenhouse Gas (GHG) multiplied by the emission factor (EF) or removal of GHG.Eg = Da x EFaWhere, Eg = corresponds to the emission of GHG.Da = corresponds to the data of GHG generating activity.EFa = corresponds to emission factor generating activity.",CO2; CH4; N2O,6787374,Total Scope 1 and Scope 2,5429899,1357475,,This is our first year of calculation,,2644891,2017,3187000000,USD     US Dollar,2016,"Banco Central del Ecuador, INEC (2010), Municipio de Guayaquil",26,4,5047,"(-2.170998, -79.922359)","(-1.831239, -78.183406)"
59158,Moroni City,Moroni,Comoros,Africa,,Public,2017,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","Les données pour la compilation cet inventaire sont obtenues à partir de plusieurs sources. Une initiale revue littéraire a donné lieu à un certain nombre de documents qui ont fourni des données sur le contexte local et quelques ressources sur l’émission des gaz dans la ville.Une visite de trois jours de la ville, par le consultant, et grâce à des entretiens avec différentes parties prenantes, a fourni plus des informations et des données sur les activités locales responsables d’émission de GES. L’examen initial, avec les consultations et certaines données recueillies par le point focal du projet, a fourni un mélange de données complètes et incomplètes.Plusieurs hypothèses ont été faites là où les données sont incomplètes, et à défauts le GIEC a été utilisé en particulier pour déterminer les principaux facteurs d’émissions et les données proxy ont été utilisées pour les sources d’émission des GES là où les informations locales ne sont pas disponibles ou sont incomplètes.",,49285,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",33277,13340,,This is our first year of calculation,,55541,2016,86740506,USD     US Dollar,2016,"Le PIB, en Millions de dollars US (PPC 2016), est estimé par le capteur de données du total national du cahier de la CIA en fonction de la proportion de la population des Comores qui habitent Moroni (Notes_1). Le chiffre réel est probablement plus élevé, selon le cahier de l'enquête de la CIA, 50% de l'économie concerne l’agriculture et que les activités agricoles sont limitées à Moroni, ce qui est probablement un contributeur majeur à la fraction de 40% (Services) du PIB total (1259 milliards de dollars US ) Étant donné qu'il s'agit de la capitale avec un grand port.",23,19,30,"(-11.717216, 43.247315)","(-11.6455, 43.3333)"
58609,City of Ærøskøbing,Ærøskøbing,Denmark,Europe,,Public,2017,2016-01-01 - 2016-12-31,Administrative boundary of a local government,Other,,CO2,185,Total Scope 1 and Scope 2,,,,Decreased,More renewable energi.,6180,2017,,,,,10,10,88,"(54.891456, 10.404684)","(56.26392, 9.501785)"
31113,City of Yokohama,Yokohama,Japan,East Asia,C40,Public,2017,2014-04-01 - 2015-03-31,Administrative boundary of a local government,Other,"Yokohama determines levels of greenhouse gas (GHG) emissions, promotes their reduction, and manages the progress of plans to this end. These activities are in accordance with the provisions of the Act on Promotion of Global Warming Countermeasures, and based on two adhoc action plans (Yokohama City Action Plan for Global Warming Countermeasures), one for the entire city, and the other for city operations and works (prepared by City Hall). The former one was revised, the latter one was made in 2014. The Cabinet Secretariat(Cabinet Office has held since January, 2015) assesses and releases information on the progress of plans in the city as a whole, because Yokohama is one of the country's environmental model cities.",CO2; PFCs; CH4; SF6; N2O; NF3,20375000,Total Scope 1 and Scope 2,11557000,8818000,Almost of the data is calculated by hearing by businesses but some data is calculated by propotional division of statistics,Decreased,Reducing of energy consumption and impronemnt of emission factor by power generation,3731096,2017,12341800000000,JPY     Japanese yen,2014,"The calculation of citizen economy in Yokohama, 2014, (issued in 2016)",16.7,39,435,"(35.4437078, 139.6380256)","(36.204824, 138.252924)"
31185,City of Warsaw,Warsaw,Poland,Europe,C40,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,Other,Covenant of Mayors,CO2,11721774,Total Scope 1 and Scope 2,7930452,3791322,,Decreased,"Reduction of CO2 emission was caused by lower consumption of heat and electricity for buildings which may have been caused by investments in thermal retrofitting of buildings, reduction of energy use due to higher social awareness (due to SEAP educational campaigns) and warmer winter.",1629037,2016,226356000000,PLN     Zloty,2014,Central Statistical Office of Poland,8,103,517,"(52.2296756, 21.0122287)","(51.919438, 19.145136)"
54100,"City of Columbia, MO","Columbia, MO",USA,North America,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),We are using the Clear Path calculator to calculate our emissions.,CO2; CH4; N2O,3247578,Total Scope 1 and Scope 2,251378,2996154,"Some sections are more accurate than others. Energy is perhaps the most accurate section. The inventory is not yet complete because we are yet to calculate life cycle emissions of materials that pass through the city and upstream consumption activities,",Other:,We are yet to complete our inventory so we cannot say at this point. We hope to complete our inventory by July 2017. The incomplete section is the transportation section for which we are waiting for federal highway statistics data in order to estimate our VMT.,119098,2017,8025000000,USD     US Dollar,2014,Missouri Economy Research and Information Center,12.6,231,163.4,"(38.951705, -92.334072)","(37.09024, -95.712891)"
13067,City of New Orleans,New Orleans,USA,North America,C40,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,3606199,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",3519969,1140961,,Decreased,"We submitted our 2014 baseline inventory last year as we had just completed. However, we subsequently learned more about our electricity mix and realized that our mix was not reflective of the eGrid mix and had much more nuclear and must less natural gas. We adjusted the inventory to reflect the right electricity emissions factor and that is the source of our decreased total inventory.",391495,2017,78478000000,USD     US Dollar,2015,Bureau of Economic Analysis,20.9,-1,468,"(29.9511, -90.0715)","(37.09024, -95.712891)"
50672,Santarém,Santarém,Portugal,Europe,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,CO2,245886,Total Scope 1 and Scope 2,,60896,The methodology used to calculate GHG emissions of Santarém municipality is based in the guidelines of Joint Research Centre of the European Commission for SEAP development and the calculations are based on relevant socio-economic and energetic information provided by official statistics at municipal level.These results were already approved by Covenant of Mayors initiative.,,,61752,2011,,,,,16,108,553,"(39.236669, -8.685994)","(39.399872, -8.224454)"
50650,City of Gibraltar,Gibraltar,Gibraltar,Europe,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",'Global Protocol for Community-Scale Greenhouse Gas Emissions (GPC)’. Following IPCC 2006 Guidelines for most emission sources.,,263352,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",286131,158441,,Decreased,"In comparison to the 2013 inventory , the emissions from Gibraltar are largely unchanged for scope 1. As in 2013, the scope 1 emissions are dominated by transport emissions, which have remained fairly constant across the period, demonstrating a 5kt increase. This change is largely due to increases in estimates in private marine fuel consumption after the use of more detailed, disaggregated fuel import data, as described in Section 4.2.1 of the inventory report. IPPU emissions remain a significant source of scope 1 emissions, and have also increased by 1kt in comparison to 2013. Emissions in this sector are estimated using population as a proxy, and therefore population growth within Gibraltar will have somewhat influenced the calculated increase in scope 1 emissions. Improved data has also been used to calculate IPPU emissions in Gibraltar; for example, activity data regarding MDIs and N2O use has been provided by the Gibraltar Health Authority, rather than relying on scaling UK data. 
When scope 2 emissions are considered, there is a 30kt decline in total emissions. A reduction in consumed gas oil used for electricity generation and an apparent improvement of the implied emission factor cause a decline in emissions from residential, and commercial, industrial, and government buildings and facilities. This is largely responsible for this trend.
Waterborne navigation emissions have declined due to a methodology change within the calculation of emissions from shipping. As outlined in Section 4.2.3 of the inventory report, the definition of shipping attributable to Gibraltar on the basis of the recorded ‘purpose of call’ has undergone significant changes, and as a result, the emissions from scope 3 are largely reduced in 2015. 
Because of a large number of method changes, an updated reporting approach using the now-finalised GPC, and data for the 2015 inventory method not being available for updating the 2013 inventory, it is not possible to confidently identify how much change in emissions is due to changing method versus changing activity. Future years will seek to ensure that the time series is revised where possible to allow such comparisons to be made.",33528,2015,1637750000,GIP     Gibraltar pound,2015,https://www.gibraltar.gov.gi/new/sites/default/files/HMGoG_Documents/Abstract%202014.pdf,18,,6.6,"(36.1407734, -5.3535994)","(36.140751, -5.353585)"
60433,City of Hvidovre,Hvidovre,Denmark,Europe,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",calculations made by web based tool provided by the Danish Government,,219396,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",118724,100672,,This is our first year of calculation,We only account the emissions from the municipal buildings. Here the emissions are decreasing.,52831,2016,18709027233,DKK     Danish Krone,2015,Based on population and national GDP 2014,7.7,10,25,"(55.642522, 12.475386)","(56.26392, 9.501785)"
57347,Pingtung County Government,Pingtung ,Taiwan,East Asia,,Public,2017,2013-01-01 - 2013-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,4662549.56,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",2412301.23,2200856.14,,Increased,"The main increased department are energy, industry, and waste",835792,2016,529700000000,USD     US Dollar,2016,Ministry of Economic Affairs,25,500,2775,"(22.6558, 120.4703)","(23.69781, 120.960515)"
50555,City of Hamilton,Hamilton,Canada,North America,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","Waste information directly from Public Works and reports to Ministry of Environment re: energy capture of methane control at landfill Transportation and Agriculture data from Statistics Canada Census Industrial (Steel Sector) GHG emissions data reported directly to Canada's National Pollutants Release Inventory (NPRI)  Commercial, Residential, Industrial (not Steel) from local electricity and natural gas utilities.",,,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",16831295,1622420,,Decreased,Total tonnes of CO2 equivalent has decreased from baseline year of 2006 by approximately 22% and decreased 7% from 2014 inventory year. This can be attributed to Province of Ontario phasing out coal for electricity generation and the unusually cold winters in 2013 and 2014.,550700,2015,22228328,CAD     Canadian Dollar,2014,The Conference Board of Canada – Metropolitan Outlook 1: Winter 2015,8.2,75,1117,"(43.250021, -79.866091)","(56.130366, -106.346771)"
31181,City of Philadelphia,Philadelphia,USA,North America,C40,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,17355479,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",13245864,5578123,,Decreased,"See www.phila.gov/green for Greenworks: A Vision for a Sustainable Philadelphia, which describes progress on carbon reductions to date. Philadelphia will be releasing a citywide energy vision document later in 2017 with more details on the expected trajectory of emissions in the city and strategies for meeting our 80 by 50 commitment.",1555072,2015,411161000000,USD     US Dollar,2015,Bureau of Economic Analysis,13.3,12,367,"(39.952335, -75.163789)","(37.09024, -95.712891)"
35872,Municipality of Recife,Recife,Brazil,Latin America,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,2329792,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",1333830,371415,,Decreased,"The reason why the emissions from Recife has decreased was the change on methodology to calculate it. According to that, biofuels aren't considered carbon emitter anymore.",1625583,2016,50688395,BRL     Brazilian Real,2014,IBGE,26,4,218,"(-8.057838, -34.882897)","(-14.235004, -51.92528)"
61753,Yilan County Government,Yilan County,Taiwan,East Asia,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,CO2; PFCs; CH4; SF6; N2O; NF3; HFCs,8691225,Total Scope 1 and Scope 2,6957473.31,1733751.73,,Stayed the same,,458117,2015,,,,,22.3,20,2143,"(24.730918, 121.763222)","(23.6978, 120.9605)"
58395,Bærum Kommune,Bærum,Norway,Europe,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,Other,"Statistics Norway is delivering GHG-statistics for Norwegian counties, including Bærum. They are  the main contributer to this inventory. For more information see www.ssb.no/en/klimagassn",CO2; CH4; N2O,227962,Total Scope 1 and Scope 2,,,"Statistics Norway is delivering GHG-statistics for Norwegian counties, including Bærum. They are  the main contributer to this inventory. For more information see www.ssb.no/en/klimagassn",Decreased,The total emissions has decreased due to phasing out fossile fuels for heating of buildings.,122660,2016,72600000000,NOK     Norwegian Krone,2016,ssb.no,5.7,15,192,"(59.920545, 10.593765)","(60.472024, 8.468946)"
36159,City of Lisbon,Lisbon,Portugal,Europe,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,Other,"The data for the final energy use in the city of Lisbon was obtained from the Portuguese Directorate-General for Energy and Geology (www.dgeg.pt). To estimate the emissions from fuel use (scope 1), the emission factors from the 2006 IPCC Guidelines for National Greenhouse Gas Inventories were used. To estimate the emissions from electricity use (scope 2), the emission factor of the Portuguese electric system was obtained from National Energy Balance  from the Portuguese Directorate-General for Energy and Geology (www.dgeg.pt). The latest value was used, which refers to 2014 conditions.",CO2,1934361,Total Scope 1 and Scope 2,1023910,910451,Value obtained by energy matrix analisys,Decreased,"The decrease in electricity emissions is related with increase of renewables in the national electricity generation mix. The decrease in diesel and gasoline is related with a correction of national statistics of energy for the period 2009-2012, where this figures were overestimated for Lisbon. The 2013 and 2014 values are now correct. Fuel-oil consumption also decreased by conversion to natural gas. Natural gas consumption increased.",547773,2011,68133192,,2010,http://www.portugalglobal.pt/EN/InvestInPortugal/WhyPortugal/Lisbon/Documents/DatasheetNUTIII_Grande_Lisboa.pdf,18.1,50,85,"(38.7222524, -9.1393366)","(39.399872, -8.224454)"
35862,City of Detroit,Detroit,USA,North America,,Public,2017,2012-01-01 - 2012-12-31,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,CO2; CH4; N2O,10329322,Total Scope 1 and Scope 2,5520240,4809082,,Stayed the same,This is the only inventory we have done.  The data has not been updated,688701,2013,186000000000,USD     US Dollar,2010,"BEA, BLS, Brookings",9,192,359,"(42.331427, -83.0457538)","(37.09024, -95.712891)"
3203,City of Chicago,Chicago,USA,North America,C40,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","Chicago conducted a 2016 city-wide GHG inventory in line with the Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories. The Inventory was compliant at the GPC BASIC Level, with some emissions from the PLUS level also calculated.",,30955862,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",16951471,12967223,,Decreased,"Chicago conducted a preliminary comparison using the existing 2010 and 2015 data to evaluate how community emissions have changed over the last five years. 

Results of this preliminary analysis of 2010 and 2015 GHG emissions reveals Chicago continued to reduce total GHG emissions through 2015 in the stationary and waste sectors resulting in a greater than 7 percent reduction in GHG emissions over the last five years. During that time, Chicago’s population grew by approximately 1 percent while the region’s GRP grew by more than 12 percent. Growth coupled with reduction in total emissions resulted in a greater than 8 percent decrease in per capita emissions in the City.

Between 2010 and 2015, the majority of MT CO2e reductions occurred in the stationary energy sector, followed by waste. When considering percent reductions, the waste sector experienced the greatest reduction (30 percent) which included a 35 percent emissions reduction in the solid waste disposal sub-sector. This reduction in the solid waste sector is likely driven by a decrease in the total amount of solid waste sent to landfills and an improvement in the solid waste treatment technologies at those landfills. The City expanded its residential curbside recycling pilot program to now serve over 400,000, or approximately 33 percent, of additional City houeholds.Because of the program’s expansion the City experienced a significant increase in the number of tons collected for recycling, from 58,000 in 2010 to 97,000 in 2015.

The stationary energy sector overall saw a 10 percent drop in emissions, including 11, 12 and 8 percent emissions reductions in the residential, commercial and institutional buildings and facilities, and manufacturing industries and construction sub-sectors, respectively. Stationary energy sector GHG emissions reductions are likely driven by a general trend in the building industry to improve energy efficiency of buildings as well as a regional shift in energy generation towards renewable energy sources. The City has also implemented the Energy Benchmarking Ordinance, Retrofit Chicago, and the Chicago Solar Express to encourage increasing energy efficiency and renewable energy generation and consumption within the city.",2720546,2015,563188000000,,2014,Brookings Institution,9.4,181,606,"(41.8781136, -87.6297982)","(37.09024, -95.712891)"
