Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,City-wide Emissions Inventory,Accounting Year,Inventory Boundary,Primary Protocol,Primary Protocol Comment,Common Reporting Framework inventory format (GPC) ,Gases Included,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total generation of grid supplied energy ,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total generation of grid supplied energy ,Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Total Scope 3 emissions (metric tonnes CO2e),Total BASIC Emissions (GPC),Total BASIC+ Emissions (GPC),Chnage in emissions,Reason for change,​Land area (in square km),Population,Population Year,City Location,Last update
2018,60602,"Town of Ajax, ON","Ajax, ON",Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),"ICLEI - PCP (Partners for Climate Protection) is a program supported by the Federation of Canadian Municipalities (FCM) and ICLEI-Local Governments for Sustainability, and consists of municipal governments that have made a commitment to reducing greenhouse gases (GHGs).",,CO2,,,,,,,443189,,0,Not Applicable,Not Applicable,Increased,Population increase,,119677,2016,POINT (-79.0204 43.8509),2020-05-01T03:57:54.890
2018,54128,City of Reno,Reno,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,1371400.99,,,2730235.35,2751878.9,Decreased,Technological change,,245255,2016,POINT (-119.814 39.5296),2020-05-01T03:57:54.890
2018,54672,Prefeitura Municipal de Araraquara,Araraquara,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,,,,,,,,,,,,,,,,,,,,,230.77,2017,POINT (-48.1766 -21.7946),2020-05-01T03:57:54.890
2018,54113,City of Flagstaff,Flagstaff,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Administrative boundary of a local government,City specific methodology,Using Excel spreadsheet and Climate Registry guidance/protocols to create community inventory.,,CO2,,,,,,,932227.02,446142.51,0,Not Applicable,Not Applicable,Decreased,Behavioural change,,71975,2017,POINT (-111.631 35.1992),2020-05-01T03:57:54.890
2018,35907,Bangalore,Bangalore,India,South and West Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,11000000,2011,POINT (77.5946 12.9716),2020-05-01T03:57:54.890
2018,36254,Comune di Venezia,Venezia,Italy,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,8735271,618544,15396,3103390,3662037,Decreased,Behavioural change,,261905,2016,POINT (12.3211 45.4333),2020-05-01T03:57:54.890
2018,31009,City of Copenhagen,Copenhagen,Denmark,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,,,,,,,,,602481,2017,POINT (12.5683 55.6761),2020-05-01T03:57:54.890
2018,60375,Gobiernación del Archipiélago de San Andrés,Archipiélago de San Andrés,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Intending to undertake in future,,,,,,,,,,,,,,,,,,,,,120000,2017,POINT (-81.6976 12.5794),2020-05-01T03:57:54.890
2018,50671,Município de Fafe,Fafe,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Determination of CO2 emissions methodology is based on IPCC principles. Presented data is determined by applying emission factors to the data resulting from energy baseline emissions. The energy baseline emissions are calculated using a mathematical model that is based on local energy consumption and macroeconomic and demographic variables.,,CO2,,,,,,,163412,426,,Not Applicable,Not Applicable,,,,50633,2011,POINT (-8.17286 41.4508),2020-05-01T03:57:54.890
2018,35886,Comune di Torino,Torino,Italy,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,"Other: Our  emission inventory takes in account the City of Turin  and its boundary, following the instruction of the JRC methodology (""How to develope a sustainable energy action plan"") setted up for the Covenant of Mayors initiative.",Other: Covenant of Mayors for Climate and Energ,"The municipal administration adhering to the Covenant of Mayors for Climate and Energy will have a single plan to optimize and make effective mitigation, adaptation and monitoring policies.",,CO2,,,,,,,,,,Not Applicable,Not Applicable,,,,884733,2017,POINT (7.668 45.1006),2020-05-01T03:57:54.890
2018,70005,Tauragė,Taurage,Lithuania,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,No,,,,,,,,,,,,,,,,,,,,,,0,POINT (22.2897 55.2522),2020-05-01T03:57:54.890
2018,36043,Abuja Federal Capital Territory,Abuja,Nigeria,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,2440000,2017,POINT (7.39857 9.07647),2020-05-01T03:57:54.890
2018,59588,"Town of Chapel Hill, NC",Chapel Hill,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,59005,2016,POINT (-79.0558 35.9132),2020-05-01T03:57:54.890
2018,31170,Metropolitan Municipality of Lima,Lima,Peru,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,8755262,2014,POINT (-77.0283 -12.0433),2020-05-01T03:57:54.890
2018,60340,Prefeitura de Rio Verde,Rio Verde,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,217.048,2017,POINT (-50.4892 -17.9685),2020-05-01T03:57:54.890
2018,826239,Alcaldia de Sopó,Sopó,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,-,Other,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,27932,2017,POINT (-73.9384 4.9075),2020-05-01T03:57:54.890
2018,49327,City of Providence,Providence,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2184796,384000,21168,1704321,0,This is our first year of calculation,,,178562,2014,POINT (-71.4128 41.824),2020-05-01T03:57:54.890
2018,54108,City of Durham,"Durham, NC",United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-07-01 - 2017-06-30,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,"CH4, CO2, N20",,,,,,,2480087,1830358,,Not Applicable,Not Applicable,Decreased,,,263016,2016,POINT (-78.8986 35.994),2020-05-01T03:57:54.890
2018,50398,Ciudad de Juárez,Juárez,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,1391180,2015,POINT (-106.425 31.6904),2020-05-01T03:57:54.890
2018,54510,Umeå municipality,Umeå,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities, WWF",public,Yes,-,,,,,,,,,,,,,,,,,,,,122892,2017,POINT (20.263 63.8258),2020-05-01T03:57:54.890
2018,69823,Visby,Visby,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,No,,,,,,,,,,,,,,,,,,,,,58595,2017,POINT (18.2948 57.6348),2020-05-01T03:57:54.890
2018,60394,Gobierno Autónomo Municipal de Tarija,Tarija,Bolivia (Plurinational State of),Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,205375,2016,POINT (-63.4884 -21.2666),2020-05-01T03:57:54.890
2018,60178,Linköping Municipality,Linköping,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,In progress,,,,,,,,,,,,,,,,,,,,,,0,POINT (15.6216 58.4109),2020-05-01T03:57:54.890
2018,50551,City of Long Beach,Long Beach,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,4148034,696847,442099,3090177,3355882,This is our first year of calculation,,,470130,2017,POINT (-118.194 33.7701),2020-05-01T03:57:54.890
2018,59653,"City of Manhattan Beach, CA",Manhattan Beach,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,175766.69,43428.06,15533.35,224717.09,234728.1,Decreased,Policy change,,35881,2014,POINT (-118.405 33.8889),2020-05-01T03:57:54.890
2018,50382,Municipio de Mérida,Mérida,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,,,,,,Decreased,Policy change,,830732,2010,POINT (-89.5926 20.9674),2020-05-01T03:57:54.890
2018,831812,Municipalidad de Puerto Barrios,Puerto Barrios,Guatemala,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,116000,2017,POINT (15.7278 -88.5944),2020-05-01T03:57:54.890
2018,60142,City of Kisumu,Kisumu,Kenya,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Intending to undertake in future,,,,,,,,,,,,,,,,,,,,,968909,2009,POINT (34.7679 -0.0917),2020-05-01T03:57:54.890
2018,35915,City of Jaipur,Jaipur,India,South and West Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,3046163,2011,POINT (75.7873 26.9124),2020-05-01T03:57:54.890
2018,58310,City of Roanoke,Roanoke,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,98465,2013,POINT (-79.9414 37.271),2020-05-01T03:57:54.890
2018,50560,City of Oakland,Oakland,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2032515,370834,3659181,2462536,0,Stayed the same,Emissions have not changed,,420000,2016,POINT (-122.271 37.8044),2020-05-01T03:57:54.890
2018,54649,Prefeitura de Tatuí,Tatuí,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,116.296,2017,POINT (-47.8466 -23.3492),2020-05-01T03:57:54.890
2018,831620,Yaoundé 3,Yaoundé 3,Cameroon,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,350000,2017,POINT (11.31 3.52),2020-05-01T03:57:54.890
2018,63615,Hillerød Kommune,Hillerød,Denmark,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,,,,,,,,,50104,2017,POINT (12.2349 55.931),2020-05-01T03:57:54.890
2018,63562,"City of South Bend, IN",South Bend,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,,,,,,,,,,,,,,,,,,,,,102245,2017,POINT (41.6754 -86.2532),2020-05-01T03:57:54.890
2018,60229,Municipality of Arendal,Arendal,Norway,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities, WWF",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,,,,167179,,Increased,Population increase,,44630,2017,POINT (8.77245 58.4618),2020-05-01T03:57:54.890
2018,831231,Kasama Municipal Council,Kasama,Zambia,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,350000,2010,POINT (31.1808 -10.2129),2020-05-01T03:57:54.890
2018,55799,"Arlington, VA",Arlington,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,1067210,1151809,40983,2260001,,Decreased,Policy change,,222800,2016,POINT (-76.0026 37.2265),2020-05-01T03:57:54.890
2018,50565,City of Toledo,Toledo,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,287208,2010,POINT (-83.5552 41.6639),2020-05-01T03:57:54.890
2018,35894,Ville de Montreal,Montréal,Canada,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,11179649,40031,287832,10384940,11507512,Stayed the same,Emissions have not changed,,1942044,2016,POINT (-73.554 45.5087),2020-05-01T03:57:54.890
2018,31155,City of Buenos Aires,Buenos Aires,Argentina,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,16338506,4172769,2387575,13113673,13698330,Increased,Increased energy/electricity consumption,,2890151,2010,POINT (-58.3816 -34.6037),2020-05-01T03:57:54.890
2018,31112,Kaohsiung City Government,Kaohsiung,"Taiwan, Greater China",East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Combination of administrative divisions,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,69984178,15851972,3689704,36056822,25447556,Increased,Increased energy/electricity consumption,,2776912,2017,POINT (120.344 22.6297),2020-05-01T03:57:54.890
2018,43930,The Hague,The Hague,Netherlands,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,1010243,577435,107415,1695093,,Increased,Population increase,,525745,2017,POINT (4.3007 52.0705),2020-05-01T03:57:54.890
2018,31154,Bogotá Distrito Capital,Bogotá,Colombia,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,8081000,2017,POINT (-74.0721 4.711),2020-05-01T03:57:54.890
2018,59156,City of Grand-Bassam,Grand-Bassam,Côte d'Ivoire,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,84000,2014,POINT (-3.7537 5.2259),2020-05-01T03:57:54.890
2018,832009,Ayuntamiento de Xalapa,Xalapa,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,480841,2015,POINT (-98.7556 20.1318),2020-05-01T03:57:54.890
2018,54114,City of Asheville,Asheville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No,,,,,,,,,,,,,,,,,,,,,89121,2016,POINT (-82.5515 35.5951),2020-05-01T03:57:54.890
2018,826397,Munícipio de Portalegre,Portalegre,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,15374,1537,POINT (-7.43235 39.2914),2020-05-01T03:57:54.890
2018,60603,"City of Prince George, BC",Prince George,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,74003,2016,POINT (-122.75 53.9171),2020-05-01T03:57:54.890
2018,61753,Yilan County Government,Yilan County,"Taiwan, Greater China",East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,Regional or country specific methodology,,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,5620010.885,1755273.609,62522.19628,Not Applicable,Not Applicable,Decreased,Behavioural change,,456607,2017,POINT (121.763 24.7309),2020-05-01T03:57:54.890
2018,35903,Le Grand Casablanca,Casablanca,Morocco,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,,0,POINT (-7.56806 33.5206),2020-05-01T03:57:54.890
2018,58621,Town of Blacksburg,Blacksburg,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,112096.953,222291.043,1887.192,334387.997,334387.997,Decreased,Change in weather conditions,,44563,2017,POINT (-80.4139 37.2296),2020-05-01T03:57:54.890
2018,35898,Greater Manchester,Manchester,United Kingdom of Great Britain and Northern Ireland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,9587290,,,,,Decreased,Change in weather conditions,,2798800,2017,POINT (-2.15783 53.4576),2020-05-01T03:57:54.890
2018,60258,Prefeitura de Brusque,Brusque,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No,,,,,,,,,,,,,,,,,,,,,128818,2017,POINT (-48.9207 -27.0936),2020-05-01T03:57:54.890
2018,54666,Prefeitura Municipal da Estância Turística de Olímpia,Olímpia,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,51092,2014,POINT (-48.9111 -20.7371),2020-05-01T03:57:54.890
2018,826243,Alcaldia de Cartago,Cartago,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,133652,2017,POINT (-83.9194 9.86444),2020-05-01T03:57:54.890
2018,31108,City of Houston,Houston,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,19263921,13578513,571584,33414017,,Decreased,Technological change,,2349993,2016,POINT (-95.3694 29.7602),2020-05-01T03:57:54.890
2018,55419,City of Miramar,Miramar,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,,,,,,This is our first year of calculation,,,134037,2016,POINT (-80.3036 25.9861),2020-05-01T03:57:54.890
2018,831152,Municipio de San Pedro de Urabá,San Pedro de Urabá,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,,0,POINT (8.34552 -76.3414),2020-05-01T03:57:54.890
2018,74423,"City of Key West, FL",Key West,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,-,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),"Not sure which one we will be using., just that it's ICLEI based.",,"CH4, CO2",,,,,,,399592,,,Not Applicable,Not Applicable,,,,26990,2016,POINT (24.5551 81.78),2020-05-01T03:57:54.890
2018,1499,Ajuntament de Barcelona,Barcelona,Spain,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2955953,672916,48921,2822928,2822928,Increased,Change in weather conditions,,1604555,2015,POINT (2.1775 41.3823),2020-05-01T03:57:54.890
2018,44185,Suwon City,Suwon,Republic of Korea,East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,3529808.292,2066189.72,15630.46,5611628.469,,Increased,Population increase,,1240480,2017,POINT (126.805 37.17),2020-05-01T03:57:54.890
2018,60361,Prefeitura de Tangará da Serra,Tangará da Serra,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Intending to undertake in future,,,,,,,,,,,,,,,,,,,,,83.431,2010,POINT (-57.4858 -14.6194),2020-05-01T03:57:54.890
2018,54110,City of Santa Monica,Santa Monica,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,862781,,,1110480,1110480,Decreased,Policy change,,92478,2016,POINT (-118.481 34.0219),2020-05-01T03:57:54.890
2018,31181,City of Philadelphia,Philadelphia,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,13245863,,,17355479,18675341,Decreased,Technological change,,1559938,2016,POINT (-75.1638 39.9523),2020-05-01T03:57:54.890
2018,59538,City of Mississauga,Mississauga,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,6298053.5,302422.2135,,6600475.713,,This is our first year of calculation,,,721599,2016,POINT (43.589 -79.6441),2020-05-01T03:57:54.890
2018,35853,City of Baltimore,Baltimore,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,"CH4, CO2, N20",,,,,,,12032078,3211447,369,Not Applicable,Not Applicable,Increased,Population increase,,614664,2016,POINT (-76.6122 39.2904),2020-05-01T03:57:54.890
2018,54517,City Örebro,Örebro,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities, WWF",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,Regional or country specific methodology,"The supporting document for inventory categorizes emissions from energy and heating production. This can be used by either multi family homes or by commercial and institutional buildings. All emissions are reported on multi-family homes and we put ""Included elsewhere"" on commercial and institutional buildings. The supporting document also states ""energy use and processes by industry"" as one category and ""product use"" as another category. Only the ""product use"" is reported under ""IPPU"" here.The inventory is made in CO2 equivalents and is a simplified version of the GPC inventory.",,CO2,,,,,,,,,,Not Applicable,Not Applicable,Decreased,,,150291,2017,POINT (15.2066 59.2741),2020-05-01T03:57:54.890
2018,54298,Dalian Municipal People's Government,Dalian,China,East Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,,0,POINT (121.567 38.9389),2020-05-01T03:57:54.890
2018,58482,Ville de Laval,Laval,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2149211,8025,66100,2220901,2222631,Decreased,Technological change,,437413,2017,POINT (-73.7126 45.6207),2020-05-01T03:57:54.890
2018,58569,City of Podgorica,Podgorica,Montenegro,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,185937,2011,POINT (19.2594 42.4304),2020-05-01T03:57:54.890
2018,58424,Gdańsk,Gdańsk,Poland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Yes,2013-01-01 - 2013-12-31,,,,,,,,,,,,,,,,,,,,464254,2017,POINT (18.6466 54.352),2020-05-01T03:57:54.890
2018,61427,Municipality of Nacala,Nacala,Mozambique,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,,,,,,,,,,,,,,,,,,,241050,2014,POINT (40.6854 -14.5656),2020-05-01T03:57:54.890
2018,31111,Tokyo Metropolitan Government,Tokyo,Japan,East Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2015-04-01 - 2016-03-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,21523714,39523566,185820,61233101,61233101,Decreased,,,13857664,2017,POINT (139.41 35.41),2020-05-01T03:57:54.890
2018,54048,City of Knoxville,Knoxville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2653938.45,,,4384809.69,,Do not know,,,186239,2016,POINT (-83.9207 35.9606),2020-05-01T03:57:54.890
2018,54641,Prefeitura de Limeira,Limeira,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,276022,2010,POINT (-47.3974 -22.5665),2020-05-01T03:57:54.890
